,alpha,Run,Population
0,1.5,0,"[13, 1, 8, 10, 7, 14, 7, 25, 17, 9, 1, 3, 3, 2, 6, 9, 6, 40, 33, 31, 2, 6, 8, 2, 8, 3, 7, 3, 11, 5, 3, 1, 9, 7, 34, 27, 18, 9, 13, 17, 3, 5, 8, 8, 13, 15, 10, 53, 10, 1, 28, 27, 3, 11, 2, 3, 13, 6, 10, 7, 2, 9, 11, 20, 6, 79, 6, 8, 5, 23, 4, 20, 32, 22, 19, 5, 11, 25, 25, 3, 8, 17, 14, 9, 7, 10, 6, 2, 0, 7, 11, 5, 3, 15, 5, 10, 12, 12, 8, 11, 6, 3, 8, 3, 2, 14, 5, 4, 14, 4, 6, 44, 6, 10, 5, 3, 7, 6, 4, 15, 14, 30, 15, 31, 13, 8, 4, 6, 29, 9, 1, 9, 4, 12, 26, 12, 8, 3, 5, 3, 4, 3, 22, 9, 5, 9, 8, 28, 3, 9, 7, 2, 11, 13, 10, 7, 19, 6, 11, 6, 8, 33, 11, 4, 9, 8, 10, 12, 18, 7, 4, 4, 3, 20, 9, 5, 17, 13, 4, 17, 9, 37, 24, 5, 18, 15, 9, 33, 8, 13, 40, 13, 6, 4, 1, 4, 3, 11, 5, 3, 5, 16, 28, 7, 5, 6, 0, 15, 5, 5, 3, 7, 6, 8, 15, 5, 6, 4, 7, 14, 4, 3, 5, 10, 2, 16, 3, 16, 11, 9, 3, 7, 9, 9, 5, 15, 33, 17, 9, 3, 7, 5, 11, 27, 8, 4, 6, 29, 4, 1, 4, 5, 41, 9, 3, 6, 11, 24, 29, 7, 1, 8, 13, 11, 11, 12, 11, 1, 12, 7, 9, 8, 9, 2, 20, 5, 32, 19, 4, 7, 8, 17, 12, 38, 13, 1, 12, 5, 12, 6, 7, 2, 8, 4, 14, 7, 13, 2, 6, 12, 15, 18, 10, 3, 4, 10, 1, 4, 7, 39, 8, 3, 24, 34, 16, 14, 24, 21, 8, 8, 9, 4, 3, 11, 8, 14, 29, 3, 12, 3, 8, 11, 3, 3, 6, 15, 7, 5, 4, 5, 6, 11, 10, 3, 7, 4, 33, 2, 6, 19, 14, 6, 25, 9, 3, 5, 29, 4, 2, 6, 7, 5, 5, 9, 7, 3, 7, 4, 15, 15, 2, 6, 7, 26, 4, 19, 4, 3, 13, 7, 9, 9, 9, 8, 5, 11, 12, 5, 20, 4, 8, 2, 11, 6, 1, 25, 21, 12, 12, 8, 12, 9, 5, 3, 7, 23, 6, 6, 3, 6, 5, 38, 10, 2, 15, 4, 7, 4, 8, 30, 1, 30, 8, 5, 14, 11, 11, 14, 38, 5, 22, 13, 9, 8, 2, 26, 29, 59, 6, 7, 8, 1, 12, 31, 8, 3, 22, 11, 7, 5, 5, 6, 0, 6, 10, 5, 13, 3, 4, 15, 5, 11, 8, 7, 7, 14, 32, 6, 11, 18, 43, 28, 3, 26, 5, 18, 13, 30, 3, 10, 16, 11, 11, 11, 13, 12, 2, 45, 1, 26, 15, 4, 13, 63, 31, 19, 12, 19, 6, 9, 4, 6, 12, 23, 7, 20, 2, 23, 13, 9, 6, 9, 2, 9, 10, 13, 5, 33, 9, 3, 7, 3, 18, 4, 13, 11, 13, 26, 6, 9, 6, 9, 1, 9, 22, 1, 4, 3, 6, 6, 3, 28, 2, 12, 5, 16, 9, 37, 9, 7, 6, 7, 20, 5, 13, 1, 39, 13, 11, 4, 1, 20, 3, 5, 9, 25, 18, 12, 50, 3, 7, 33, 3, 13, 3, 10, 3, 6, 1, 2, 7, 7, 59, 1, 5, 4, 2, 3, 7, 11, 15, 41, 11, 2, 5, 6, 5, 11, 3, 8, 24, 15, 2, 2, 12, 1, 14, 4, 6, 4, 4, 31, 3, 9, 7, 30, 8, 6, 8, 15, 7, 45, 8, 7, 13, 24, 3, 33, 8, 1, 17, 6, 27, 5, 16, 3, 9, 3, 7, 1, 5, 18, 15, 14, 5, 8, 9, 4, 4, 18, 17, 4, 17, 17, 10, 19, 7, 1, 4, 3, 13, 4, 9, 12, 7, 9, 2, 8, 31, 14, 9, 25, 5, 23, 2, 9, 3, 8, 9, 3, 1, 31, 6, 20, 7, 6, 23, 21, 10, 8, 4, 11, 12, 9, 2, 9, 5, 5, 5, 16, 32, 10, 9, 15, 1, 10, 8, 7, 4, 6, 14, 4, 21, 11, 14, 5, 19, 24, 6, 4, 12, 10, 3, 7, 20, 7, 12, 2, 10, 11, 15, 9, 16, 11, 27, 3, 2, 14, 27, 5, 8, 8, 13, 5, 12]"
1,1.5,1,"[6, 9, 2, 7, 7, 8, 7, 1, 25, 5, 4, 6, 7, 4, 16, 7, 4, 4, 12, 13, 29, 7, 7, 4, 4, 16, 14, 17, 11, 3, 14, 3, 2, 8, 5, 20, 6, 2, 11, 7, 8, 31, 5, 15, 4, 8, 15, 10, 19, 7, 11, 0, 12, 5, 19, 6, 5, 5, 16, 2, 4, 8, 32, 1, 12, 8, 26, 13, 11, 3, 9, 28, 9, 5, 5, 16, 1, 12, 4, 16, 8, 11, 19, 11, 4, 16, 5, 2, 0, 6, 4, 15, 7, 1, 14, 6, 9, 14, 14, 13, 4, 12, 7, 4, 5, 19, 7, 9, 42, 9, 30, 3, 2, 8, 13, 5, 11, 5, 10, 22, 2, 52, 3, 21, 3, 2, 20, 3, 6, 20, 3, 24, 8, 2, 48, 16, 11, 7, 1, 2, 6, 23, 9, 9, 15, 8, 31, 18, 9, 21, 14, 9, 10, 13, 8, 18, 16, 4, 7, 13, 6, 16, 0, 12, 11, 6, 5, 1, 14, 15, 7, 1, 3, 3, 8, 7, 14, 6, 7, 5, 19, 5, 10, 10, 7, 6, 11, 9, 9, 11, 19, 10, 5, 4, 7, 2, 11, 7, 13, 17, 22, 7, 10, 9, 8, 5, 14, 11, 16, 4, 14, 9, 3, 5, 9, 4, 19, 6, 10, 12, 9, 7, 10, 1, 11, 14, 15, 2, 8, 10, 9, 4, 12, 5, 5, 10, 16, 6, 8, 8, 18, 9, 4, 2, 27, 11, 20, 9, 17, 6, 15, 15, 5, 41, 5, 1, 11, 2, 5, 26, 5, 8, 12, 1, 9, 9, 23, 5, 8, 5, 8, 5, 14, 11, 3, 5, 8, 3, 18, 9, 6, 11, 16, 11, 6, 7, 17, 17, 5, 13, 5, 4, 23, 13, 2, 2, 11, 7, 22, 3, 8, 17, 16, 9, 13, 13, 7, 6, 26, 21, 35, 10, 14, 21, 22, 43, 27, 24, 17, 5, 1, 17, 4, 19, 17, 5, 4, 5, 2, 6, 19, 13, 8, 6, 15, 20, 15, 5, 6, 20, 15, 10, 11, 11, 9, 2, 19, 28, 3, 1, 5, 9, 1, 11, 15, 8, 19, 8, 5, 11, 4, 2, 1, 11, 16, 15, 10, 14, 6, 16, 8, 11, 8, 10, 18, 20, 14, 11, 7, 6, 6, 16, 2, 3, 17, 7, 26, 3, 6, 3, 11, 8, 15, 4, 4, 2, 17, 3, 26, 2, 6, 8, 4, 28, 5, 18, 3, 4, 6, 8, 4, 36, 17, 6, 2, 14, 9, 54, 12, 7, 10, 8, 5, 4, 13, 9, 13, 4, 45, 13, 7, 5, 7, 17, 23, 5, 2, 6, 35, 6, 18, 5, 8, 1, 6, 6, 21, 6, 6, 1, 9, 3, 10, 10, 10, 23, 8, 12, 41, 3, 8, 5, 12, 4, 9, 40, 2, 4, 8, 26, 2, 7, 8, 38, 39, 11, 2, 6, 10, 6, 12, 4, 6, 10, 13, 16, 9, 2, 8, 32, 2, 17, 15, 4, 10, 10, 8, 17, 7, 17, 2, 17, 3, 18, 8, 6, 5, 20, 4, 1, 2, 11, 5, 5, 14, 5, 7, 26, 19, 25, 3, 6, 4, 27, 9, 7, 10, 4, 9, 6, 12, 36, 3, 10, 7, 7, 14, 20, 37, 11, 0, 4, 1, 4, 23, 18, 6, 8, 6, 6, 7, 13, 28, 28, 5, 51, 18, 3, 4, 10, 2, 1, 7, 5, 2, 12, 6, 4, 35, 4, 29, 3, 19, 5, 2, 6, 19, 29, 8, 13, 18, 10, 5, 7, 11, 11, 4, 8, 6, 1, 21, 30, 23, 7, 4, 2, 12, 11, 18, 23, 8, 20, 1, 15, 44, 4, 7, 15, 4, 9, 4, 8, 8, 5, 6, 8, 2, 22, 17, 4, 8, 13, 19, 13, 5, 21, 11, 15, 13, 12, 5, 3, 15, 11, 3, 2, 3, 14, 2, 4, 4, 15, 5, 13, 7, 3, 20, 11, 7, 18, 7, 3, 11, 17, 11, 32, 8, 4, 2, 2, 18, 7, 21, 4, 12, 0, 6, 8, 10, 10, 11, 15, 24, 2, 6, 20, 19, 17, 16, 2, 5, 14, 6, 11, 2, 7, 23, 4, 13, 1, 12, 6, 12, 6, 14, 4, 2, 4, 7, 18, 10, 5, 8, 45, 8, 4, 7, 31, 20, 12, 5, 2, 27, 28, 21, 28, 12, 5, 2, 16, 20, 21, 6, 33, 5, 32, 9, 9, 11, 8, 5, 21, 52, 22, 2, 43, 9, 11, 5, 7, 12, 19, 18, 14, 11]"
2,1.5,2,"[4, 13, 3, 7, 5, 21, 8, 5, 17, 14, 3, 11, 3, 6, 2, 12, 20, 3, 31, 35, 2, 8, 5, 14, 9, 7, 22, 14, 8, 7, 15, 2, 12, 4, 23, 14, 5, 10, 6, 4, 3, 13, 2, 6, 24, 3, 1, 6, 2, 6, 2, 47, 13, 3, 6, 10, 5, 14, 43, 8, 58, 12, 1, 14, 3, 7, 4, 6, 20, 1, 18, 8, 22, 11, 8, 14, 10, 15, 12, 21, 10, 26, 19, 5, 8, 13, 11, 10, 8, 4, 13, 6, 5, 4, 1, 3, 4, 21, 8, 18, 5, 6, 11, 9, 6, 7, 4, 19, 16, 16, 10, 2, 9, 11, 27, 10, 5, 7, 14, 5, 25, 17, 6, 4, 4, 13, 6, 4, 21, 10, 6, 2, 3, 9, 3, 36, 3, 17, 5, 20, 3, 9, 10, 14, 3, 18, 12, 15, 3, 7, 12, 4, 2, 12, 9, 9, 17, 8, 17, 2, 42, 7, 18, 22, 4, 26, 12, 5, 17, 6, 5, 15, 15, 10, 4, 3, 10, 8, 17, 6, 4, 33, 9, 6, 5, 16, 7, 26, 16, 34, 0, 15, 3, 10, 7, 3, 12, 4, 10, 3, 4, 6, 1, 8, 6, 13, 7, 2, 4, 20, 8, 19, 10, 14, 5, 24, 11, 6, 12, 8, 5, 12, 7, 3, 7, 4, 3, 32, 26, 8, 6, 6, 16, 23, 8, 22, 12, 10, 9, 4, 6, 18, 2, 13, 10, 1, 1, 5, 5, 11, 6, 15, 10, 9, 5, 8, 4, 11, 13, 5, 9, 18, 8, 15, 5, 14, 6, 12, 6, 1, 1, 7, 17, 14, 11, 18, 6, 7, 11, 33, 11, 12, 20, 20, 6, 15, 5, 14, 6, 5, 29, 15, 5, 1, 7, 4, 12, 9, 2, 15, 7, 17, 7, 9, 7, 14, 1, 17, 4, 4, 5, 15, 5, 12, 6, 8, 36, 20, 6, 24, 7, 6, 45, 21, 3, 5, 25, 10, 9, 35, 14, 20, 40, 3, 1, 11, 21, 5, 3, 27, 7, 7, 9, 13, 9, 10, 22, 12, 9, 7, 17, 9, 16, 0, 15, 17, 6, 4, 5, 27, 16, 14, 17, 10, 7, 8, 1, 11, 42, 3, 6, 12, 3, 1, 13, 6, 12, 16, 11, 6, 10, 6, 17, 6, 16, 6, 3, 7, 7, 9, 17, 3, 6, 10, 4, 16, 8, 14, 2, 4, 3, 9, 30, 5, 3, 24, 7, 12, 2, 12, 16, 25, 8, 8, 7, 3, 4, 14, 3, 10, 3, 11, 7, 6, 9, 38, 18, 15, 22, 17, 1, 5, 3, 5, 5, 29, 9, 14, 21, 32, 12, 30, 4, 7, 8, 21, 1, 9, 23, 12, 3, 7, 4, 2, 36, 5, 17, 6, 20, 5, 8, 13, 8, 10, 27, 11, 11, 31, 8, 24, 7, 18, 6, 28, 3, 13, 2, 4, 16, 80, 6, 12, 16, 17, 25, 28, 21, 13, 9, 19, 11, 19, 7, 5, 4, 3, 8, 12, 21, 1, 4, 2, 7, 7, 5, 7, 5, 4, 27, 3, 6, 10, 9, 2, 7, 18, 8, 13, 4, 2, 8, 15, 6, 5, 4, 12, 26, 9, 6, 8, 8, 25, 36, 2, 37, 8, 0, 4, 2, 6, 5, 5, 15, 3, 27, 5, 6, 10, 10, 51, 2, 7, 3, 4, 10, 2, 17, 15, 19, 3, 7, 4, 11, 3, 3, 7, 14, 2, 6, 7, 14, 7, 14, 5, 6, 2, 13, 15, 8, 3, 5, 7, 9, 13, 39, 35, 3, 3, 16, 10, 18, 4, 1, 6, 5, 7, 11, 35, 27, 6, 12, 35, 3, 7, 5, 2, 9, 7, 6, 22, 2, 5, 24, 8, 15, 9, 5, 10, 11, 8, 23, 1, 6, 4, 8, 6, 8, 25, 5, 2, 2, 3, 9, 11, 20, 24, 3, 9, 4, 30, 9, 0, 58, 2, 0, 5, 22, 12, 6, 18, 18, 6, 12, 6, 5, 12, 10, 7, 12, 4, 1, 36, 14, 11, 10, 26, 22, 5, 20, 9, 13, 9, 2, 22, 6, 43, 5, 25, 18, 18, 14, 14, 1, 6, 9, 18, 3, 11, 7, 12, 8, 16, 3, 11, 4, 7, 11, 10, 3, 88, 10, 32, 27, 3, 20, 6, 7, 15, 39, 10, 3, 16, 7, 19, 15, 8, 10, 14, 2, 5, 4, 6, 27, 2, 18, 2, 11, 12, 8, 25, 3, 3, 25, 8, 17, 2, 10, 14, 5, 6, 7, 10, 9, 7, 18]"
3,1.5,3,"[5, 0, 14, 9, 8, 8, 11, 10, 34, 12, 5, 4, 10, 12, 10, 19, 5, 11, 13, 13, 10, 10, 29, 10, 5, 44, 11, 18, 9, 2, 10, 4, 2, 6, 17, 11, 1, 12, 18, 5, 3, 10, 6, 3, 11, 4, 7, 3, 12, 12, 17, 8, 7, 32, 48, 7, 6, 8, 14, 16, 13, 11, 11, 46, 7, 36, 7, 34, 11, 12, 25, 12, 4, 19, 6, 3, 13, 16, 1, 4, 6, 5, 5, 12, 13, 7, 5, 7, 7, 3, 15, 9, 7, 4, 5, 7, 11, 4, 9, 19, 2, 8, 4, 17, 10, 2, 14, 2, 3, 8, 10, 9, 15, 10, 34, 7, 7, 6, 3, 2, 10, 9, 2, 1, 15, 6, 13, 13, 8, 14, 2, 6, 0, 9, 37, 12, 6, 4, 28, 6, 3, 2, 12, 12, 15, 13, 4, 15, 2, 5, 2, 8, 5, 9, 10, 26, 17, 37, 7, 1, 1, 34, 12, 28, 10, 1, 6, 10, 21, 8, 3, 3, 9, 11, 11, 8, 4, 6, 2, 14, 18, 6, 13, 7, 4, 15, 6, 12, 4, 4, 16, 18, 12, 6, 19, 10, 10, 17, 3, 27, 4, 8, 5, 10, 2, 9, 8, 4, 13, 9, 6, 19, 24, 4, 14, 15, 11, 4, 1, 7, 5, 8, 11, 16, 3, 15, 6, 16, 6, 28, 10, 11, 8, 24, 4, 16, 10, 9, 12, 3, 7, 15, 7, 6, 8, 4, 25, 8, 3, 8, 3, 14, 30, 13, 23, 6, 3, 4, 6, 5, 3, 9, 6, 13, 7, 19, 5, 10, 1, 9, 19, 10, 8, 4, 6, 11, 14, 33, 21, 1, 10, 11, 8, 5, 4, 17, 12, 20, 6, 11, 2, 8, 31, 4, 8, 11, 1, 17, 5, 2, 19, 15, 8, 6, 25, 17, 9, 24, 7, 3, 12, 10, 12, 19, 11, 13, 19, 9, 6, 10, 3, 11, 6, 33, 5, 10, 12, 3, 11, 34, 8, 7, 3, 24, 16, 1, 13, 8, 16, 0, 2, 3, 1, 9, 12, 6, 10, 5, 19, 4, 1, 10, 11, 25, 27, 37, 2, 5, 5, 3, 5, 5, 45, 42, 6, 2, 10, 36, 13, 15, 4, 6, 2, 16, 2, 8, 20, 16, 30, 3, 9, 0, 1, 11, 5, 14, 16, 5, 21, 10, 8, 7, 16, 15, 6, 8, 3, 15, 10, 2, 3, 10, 14, 27, 8, 20, 4, 2, 6, 11, 8, 7, 8, 1, 6, 8, 14, 7, 16, 1, 11, 48, 14, 4, 51, 11, 8, 4, 7, 17, 19, 13, 5, 19, 7, 5, 19, 4, 7, 5, 18, 5, 1, 7, 6, 4, 12, 4, 40, 6, 9, 5, 19, 9, 9, 10, 6, 23, 9, 32, 12, 4, 14, 12, 32, 8, 9, 22, 27, 7, 5, 13, 6, 39, 13, 3, 6, 1, 2, 19, 10, 23, 30, 1, 27, 13, 9, 20, 6, 29, 7, 9, 13, 8, 9, 7, 34, 2, 39, 18, 7, 7, 9, 2, 7, 4, 32, 10, 22, 7, 18, 3, 4, 4, 3, 5, 23, 34, 8, 11, 5, 15, 7, 19, 19, 15, 11, 11, 16, 4, 11, 6, 11, 24, 5, 10, 5, 10, 7, 3, 5, 49, 9, 2, 3, 28, 9, 9, 8, 4, 33, 2, 5, 0, 15, 18, 40, 15, 14, 2, 18, 2, 4, 1, 20, 14, 9, 18, 9, 3, 15, 1, 26, 7, 26, 27, 2, 19, 5, 4, 17, 2, 5, 8, 4, 8, 24, 22, 38, 9, 21, 4, 10, 4, 7, 12, 14, 6, 25, 20, 15, 30, 8, 12, 3, 3, 3, 41, 8, 6, 5, 7, 8, 3, 11, 18, 4, 16, 10, 10, 21, 3, 5, 17, 16, 5, 12, 6, 5, 14, 12, 4, 12, 3, 19, 7, 5, 1, 12, 31, 30, 5, 11, 11, 17, 12, 7, 13, 3, 12, 4, 7, 7, 12, 22, 7, 5, 11, 14, 4, 5, 9, 7, 13, 39, 9, 13, 16, 7, 9, 8, 11, 13, 17, 32, 1, 5, 19, 6, 7, 3, 5, 19, 5, 8, 27, 7, 12, 9, 25, 7, 19, 3, 7, 4, 6, 3, 4, 12, 7, 7, 5, 16, 10, 3, 10, 0, 2, 13, 17, 22, 10, 15, 11, 17, 28, 15, 24, 3, 6, 6, 1, 33, 1, 1, 20, 1, 1, 4, 8, 9, 5, 19, 6, 17, 14, 58, 5, 33, 2, 24, 4, 7, 1, 6]"
4,1.5,4,"[3, 8, 5, 10, 17, 8, 18, 16, 13, 11, 5, 5, 9, 11, 10, 8, 8, 6, 4, 6, 22, 21, 9, 8, 8, 6, 7, 6, 39, 3, 7, 3, 10, 3, 7, 27, 2, 3, 8, 12, 7, 6, 13, 8, 24, 1, 15, 10, 12, 14, 6, 6, 20, 7, 4, 8, 2, 10, 1, 22, 20, 26, 11, 5, 16, 10, 6, 3, 3, 25, 8, 11, 6, 10, 5, 10, 14, 6, 3, 3, 13, 22, 2, 8, 15, 7, 7, 11, 4, 14, 11, 19, 44, 7, 11, 51, 6, 5, 24, 2, 9, 19, 10, 11, 6, 9, 3, 16, 34, 22, 8, 15, 11, 16, 3, 17, 5, 4, 6, 19, 8, 18, 23, 5, 20, 2, 9, 12, 8, 13, 21, 1, 3, 3, 16, 14, 5, 7, 1, 58, 17, 2, 56, 1, 15, 11, 7, 17, 6, 10, 9, 4, 25, 8, 13, 12, 3, 7, 5, 12, 5, 12, 6, 18, 7, 7, 15, 4, 7, 8, 7, 2, 11, 3, 1, 4, 6, 4, 10, 16, 10, 15, 5, 8, 12, 13, 14, 22, 3, 10, 5, 13, 13, 11, 8, 1, 3, 15, 4, 32, 5, 9, 13, 5, 7, 5, 7, 16, 16, 16, 12, 1, 4, 4, 3, 9, 9, 4, 6, 9, 5, 10, 5, 19, 10, 4, 18, 3, 24, 19, 10, 2, 8, 7, 7, 9, 6, 2, 6, 19, 5, 14, 9, 6, 9, 15, 2, 13, 3, 9, 5, 3, 8, 6, 13, 9, 6, 9, 47, 4, 4, 6, 15, 25, 4, 12, 12, 5, 7, 13, 11, 4, 9, 7, 5, 4, 5, 9, 8, 12, 16, 5, 25, 42, 18, 12, 5, 7, 5, 8, 11, 1, 10, 12, 2, 4, 14, 4, 14, 18, 25, 5, 12, 6, 10, 30, 4, 5, 0, 5, 12, 20, 7, 8, 1, 3, 50, 6, 13, 24, 3, 9, 9, 32, 6, 9, 19, 5, 7, 17, 2, 9, 15, 20, 10, 2, 17, 4, 22, 7, 6, 9, 14, 24, 8, 5, 12, 11, 13, 14, 5, 33, 16, 4, 20, 9, 21, 14, 7, 16, 3, 17, 25, 22, 6, 7, 14, 3, 34, 11, 6, 8, 2, 4, 9, 2, 11, 35, 4, 7, 9, 6, 21, 9, 4, 7, 18, 12, 13, 5, 1, 3, 2, 8, 3, 18, 9, 44, 54, 4, 19, 6, 2, 8, 5, 30, 7, 4, 4, 18, 9, 5, 2, 8, 2, 6, 5, 2, 4, 3, 9, 19, 21, 6, 6, 6, 15, 7, 10, 15, 14, 19, 1, 3, 4, 10, 5, 1, 5, 9, 15, 9, 6, 1, 46, 19, 9, 3, 2, 16, 3, 30, 14, 3, 7, 20, 23, 10, 8, 19, 10, 4, 18, 4, 7, 2, 2, 9, 10, 7, 5, 16, 8, 20, 8, 4, 18, 8, 25, 5, 19, 9, 8, 4, 24, 3, 18, 7, 4, 18, 30, 7, 10, 7, 5, 28, 7, 2, 31, 10, 21, 6, 15, 3, 4, 6, 9, 3, 5, 3, 9, 4, 0, 19, 19, 6, 4, 6, 4, 6, 8, 12, 10, 8, 2, 6, 21, 10, 5, 3, 6, 4, 9, 11, 18, 4, 1, 9, 33, 47, 9, 12, 9, 3, 31, 32, 32, 4, 5, 3, 9, 11, 4, 17, 4, 14, 17, 6, 9, 5, 14, 9, 9, 23, 7, 63, 6, 5, 4, 15, 10, 30, 7, 7, 69, 5, 20, 2, 3, 9, 4, 1, 1, 4, 18, 15, 3, 4, 9, 40, 4, 5, 30, 41, 4, 17, 5, 14, 31, 5, 7, 12, 7, 47, 44, 6, 5, 13, 6, 21, 8, 6, 15, 13, 6, 11, 11, 3, 6, 16, 3, 3, 12, 3, 6, 2, 4, 4, 10, 13, 2, 7, 5, 13, 1, 25, 9, 10, 15, 3, 7, 17, 24, 18, 9, 7, 12, 41, 8, 16, 1, 9, 2, 17, 29, 10, 6, 3, 4, 14, 22, 17, 6, 4, 6, 6, 2, 9, 11, 10, 31, 5, 6, 10, 43, 5, 4, 23, 17, 8, 17, 6, 19, 9, 17, 4, 20, 5, 15, 25, 4, 12, 9, 3, 11, 4, 12, 25, 11, 7, 7, 5, 5, 4, 14, 5, 17, 8, 3, 3, 21, 10, 31, 8, 4, 26, 38, 31, 3, 12, 10, 0, 13, 4, 5, 6, 15, 7, 20, 36, 26, 4, 3, 21, 47, 7, 14, 5, 10, 35, 10, 13, 13, 0, 3]"
5,2.0,5,"[5, 9, 4, 1, 5, 17, 4, 5, 2, 11, 32, 35, 3, 9, 7, 10, 6, 12, 6, 8, 11, 9, 12, 33, 1, 11, 12, 13, 10, 10, 6, 6, 4, 10, 2, 4, 12, 6, 24, 8, 30, 17, 6, 3, 17, 1, 13, 1, 8, 1, 9, 9, 12, 6, 30, 16, 6, 4, 38, 7, 8, 4, 8, 46, 8, 33, 29, 8, 8, 6, 6, 29, 7, 0, 20, 13, 11, 17, 10, 17, 4, 4, 3, 9, 12, 3, 3, 20, 26, 29, 1, 0, 23, 4, 6, 13, 25, 3, 30, 14, 9, 7, 3, 14, 3, 4, 5, 5, 3, 26, 8, 6, 28, 1, 13, 24, 6, 7, 2, 17, 9, 6, 19, 7, 20, 7, 13, 10, 9, 12, 9, 10, 44, 4, 12, 7, 6, 5, 14, 15, 5, 5, 12, 9, 14, 3, 8, 25, 6, 4, 5, 13, 3, 0, 16, 5, 8, 8, 15, 6, 26, 44, 5, 3, 7, 7, 6, 11, 4, 6, 2, 4, 13, 25, 24, 7, 18, 3, 6, 27, 1, 6, 22, 2, 3, 11, 21, 7, 7, 3, 19, 9, 4, 5, 25, 10, 3, 2, 11, 1, 5, 6, 7, 10, 17, 7, 16, 5, 8, 6, 20, 10, 12, 4, 7, 6, 12, 10, 1, 7, 14, 4, 13, 7, 13, 7, 5, 16, 3, 7, 8, 3, 7, 9, 6, 5, 7, 13, 5, 9, 17, 13, 21, 10, 30, 4, 8, 33, 3, 8, 6, 13, 7, 28, 7, 4, 12, 27, 5, 24, 8, 10, 2, 31, 9, 5, 2, 4, 3, 17, 2, 18, 11, 9, 5, 11, 6, 2, 22, 20, 15, 36, 10, 17, 12, 16, 6, 6, 8, 19, 16, 3, 9, 4, 2, 11, 5, 2, 23, 16, 10, 2, 13, 11, 9, 4, 13, 12, 5, 19, 21, 6, 7, 20, 14, 14, 13, 12, 5, 5, 12, 11, 8, 15, 28, 5, 15, 10, 23, 24, 24, 1, 39, 20, 4, 15, 4, 4, 22, 2, 23, 38, 5, 4, 25, 6, 9, 30, 6, 6, 8, 6, 8, 2, 13, 26, 14, 6, 2, 14, 8, 8, 8, 14, 1, 8, 9, 4, 13, 19, 8, 6, 3, 4, 5, 13, 21, 11, 13, 13, 2, 2, 5, 10, 7, 4, 9, 3, 10, 20, 5, 2, 6, 3, 9, 8, 4, 6, 6, 6, 5, 7, 11, 6, 4, 7, 4, 12, 11, 17, 2, 9, 6, 5, 2, 3, 16, 5, 7, 10, 14, 6, 9, 13, 4, 5, 13, 21, 1, 20, 6, 3, 15, 55, 4, 18, 7, 4, 11, 10, 4, 10, 13, 4, 14, 7, 17, 4, 6, 18, 12, 26, 4, 3, 6, 6, 7, 4, 23, 4, 6, 7, 7, 13, 7, 23, 10, 14, 7, 27, 2, 16, 5, 4, 4, 11, 9, 2, 4, 22, 5, 3, 22, 22, 13, 13, 2, 19, 4, 9, 9, 16, 14, 14, 10, 13, 18, 3, 28, 56, 7, 9, 12, 4, 8, 1, 10, 7, 9, 1, 2, 4, 9, 3, 8, 3, 23, 10, 28, 11, 18, 5, 23, 31, 33, 2, 6, 7, 8, 5, 4, 13, 32, 0, 10, 26, 2, 30, 5, 22, 12, 13, 5, 18, 11, 10, 30, 4, 3, 4, 4, 12, 14, 2, 3, 21, 3, 9, 15, 8, 1, 0, 31, 35, 10, 1, 3, 54, 16, 7, 5, 10, 16, 1, 18, 7, 4, 9, 29, 67, 11, 12, 13, 5, 54, 7, 16, 6, 6, 6, 6, 7, 10, 7, 8, 7, 34, 25, 9, 4, 11, 27, 25, 7, 10, 25, 6, 9, 7, 18, 52, 6, 4, 6, 34, 8, 2, 6, 9, 6, 15, 20, 9, 9, 3, 17, 6, 17, 4, 5, 12, 4, 4, 26, 4, 10, 7, 11, 14, 12, 18, 8, 2, 4, 3, 5, 20, 11, 7, 27, 17, 5, 22, 9, 12, 19, 3, 4, 13, 6, 34, 7, 7, 12, 9, 17, 9, 7, 25, 2, 10, 7, 8, 8, 10, 9, 3, 18, 11, 5, 19, 7, 8, 6, 8, 7, 4, 6, 26, 7, 15, 4, 4, 4, 6, 7, 19, 39, 20, 29, 15, 12, 35, 7, 19, 6, 5, 6, 15, 14, 8, 8, 2, 31, 14, 13, 8, 5, 4, 6, 12, 11, 8, 5, 12, 9, 8, 8, 31, 12, 4, 4, 4, 4, 3, 11, 9, 28, 29, 23, 21, 21, 14, 23, 7]"
