,gamma,Run,Population,gini
0,0.0001,0,"[6, 1, 0, 3, 0, 0, 1, 3, 2, 6, 1, 5, 1, 0, 1, 2, 4, 1, 1, 8, 0, 3, 1, 2, 3, 4, 0, 3, 1, 2, 4, 2, 6, 4, 2, 1, 2, 6, 0, 2, 3, 4, 0, 7, 8, 5, 2, 3, 3, 2, 0, 0, 0, 1, 0, 2, 1, 1, 0, 3, 1, 3, 1, 1, 1, 6, 0, 5, 0, 6, 1, 3, 1, 4, 1, 1, 2, 2, 0, 1, 2, 2, 1, 0, 4, 4, 1, 1, 6, 4, 1, 4, 5, 1, 9, 1, 0, 4, 4, 2, 0, 3, 0, 3, 8, 2, 2, 2, 8, 1, 2, 2, 3, 2, 0, 2, 3, 1, 2, 1, 14, 2, 1, 4, 1, 3, 1, 1, 2, 1, 1, 1, 3, 4, 2, 3, 2, 0, 2, 1, 4, 1, 4, 3, 6, 3, 7, 1, 3, 2, 0, 2, 5, 3, 4, 1, 3, 14, 5, 1, 3, 2, 1, 1, 1, 2, 1, 2, 4, 4, 1, 1, 1, 4, 2, 1, 2, 0, 0, 1, 1, 1, 3, 1, 5, 0, 2, 2, 1, 2, 2, 1, 2, 1, 6, 6, 2, 0, 3, 2, 2, 2, 0, 4, 12, 1, 3, 1, 2, 0, 1, 2, 2, 1, 7, 1, 0, 3, 0, 1, 2, 1, 0, 2, 1, 3, 5, 2, 2, 1, 8, 3, 0, 2, 4, 3, 2, 0, 1, 4, 3, 2, 0, 1, 1, 15, 9, 1, 2, 0, 1, 8, 3, 2, 2, 0, 0, 2, 10, 2, 2, 2, 1, 1, 6, 1, 8, 1, 4, 2, 2, 1, 1, 3, 3, 4, 1, 12, 1, 1, 0, 3, 1, 3, 2, 0, 1, 2, 1, 3, 0, 1, 1, 4, 0, 1, 4, 5, 2, 2, 1, 4, 1, 1, 1, 3, 6, 1, 5, 5, 3, 5, 2, 0, 2, 8, 2, 2, 3, 2, 8, 1, 2, 4, 2, 1, 1, 1, 4, 2, 2, 4, 1, 0, 1, 1, 1, 7, 3, 5, 2, 2, 2, 6, 2, 0, 2, 0, 4, 3, 3, 1, 0, 6, 1, 11, 4, 1, 0, 2, 4, 12, 0, 2, 1, 2, 2, 4, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 0, 1, 0, 0, 1, 1, 2, 0, 1, 7, 4, 0, 1, 2, 3, 1, 1, 2, 1, 0, 4, 4, 3, 1, 0, 1, 1, 1, 0, 1, 2, 0, 2, 0, 2, 2, 0, 1, 1, 1, 1, 2, 5, 1, 2, 2, 7, 10, 5, 1, 2, 4, 2, 1, 2, 10, 0, 1, 3, 5, 1, 1, 9, 2, 1, 5, 4, 2, 2, 2, 0, 5, 0, 3, 2, 4, 8, 0, 1, 0, 1, 2, 2, 0, 1, 0, 3, 2, 1, 1, 0, 1, 3, 2, 1, 1, 1, 5, 1, 6, 0, 2, 0, 9, 0, 3, 7, 2, 4, 1, 0, 2, 1, 4, 2, 2, 11, 6, 1, 3, 1, 1, 1, 1, 1, 2, 1, 1, 0, 1, 1, 1, 2, 1, 3, 1, 2, 1, 3, 1, 0, 1, 3, 2, 5, 2, 1, 0, 1, 1, 1, 0, 3, 1, 9, 1, 1, 1, 3, 1, 1, 1, 4, 1, 1, 1, 4, 2, 10, 2, 0, 3, 1, 1, 1, 3, 0, 0, 1, 2, 1, 2, 1, 1, 3, 1, 0, 1, 0, 1, 2, 3, 4, 1, 1, 3, 2, 3, 1, 2, 3, 2, 1, 4, 1, 3, 4, 1, 8, 12, 1, 1, 1, 2, 1, 2, 3, 0, 3, 7, 2, 1, 1, 1, 0, 3, 1, 5, 1, 2, 1, 0, 2, 1, 1, 3, 1, 2, 0, 1, 6, 7, 10, 2, 1, 4, 1, 2, 1, 0, 5, 2, 3, 4, 2, 0, 1, 1, 5, 1, 9, 1, 1, 2, 5, 0, 3, 1, 1, 1, 1, 50, 4, 1, 5, 9, 5, 1, 0, 3, 6, 6, 3, 2, 4, 2, 3, 1, 1, 10, 1, 3, 1, 14, 5, 0, 1, 2, 3, 1, 1, 0, 0, 2, 2, 2, 2, 1, 4, 5, 6, 3, 1, 0, 6, 2, 0, 1, 2, 4, 1, 3, 2, 1, 1, 3, 2, 0, 2, 2, 9, 1, 8, 1, 2, 6, 0, 0, 2, 7, 0, 1, 3, 3, 3, 5, 1, 4, 0, 1, 1, 2, 0, 5, 1, 0, 0, 2, 4, 2, 2, 5, 2, 1, 3, 3, 1]",0.4969766982548845
1,0.0001,1,"[1, 0, 0, 2, 1, 1, 3, 3, 1, 1, 1, 1, 1, 3, 1, 3, 1, 2, 3, 1, 1, 2, 2, 1, 2, 0, 2, 3, 4, 1, 0, 2, 1, 5, 3, 1, 4, 2, 1, 1, 7, 8, 5, 4, 3, 1, 5, 3, 2, 2, 7, 0, 1, 3, 5, 1, 2, 0, 1, 3, 2, 0, 0, 7, 1, 2, 2, 8, 2, 1, 2, 1, 0, 3, 0, 1, 0, 4, 2, 5, 0, 2, 5, 0, 2, 4, 1, 0, 8, 1, 5, 1, 1, 1, 1, 2, 3, 1, 4, 1, 0, 1, 0, 1, 1, 3, 0, 5, 4, 2, 2, 2, 1, 3, 6, 0, 3, 0, 1, 1, 2, 3, 3, 2, 1, 1, 3, 1, 1, 1, 2, 2, 0, 7, 1, 1, 1, 1, 1, 6, 1, 0, 3, 2, 2, 1, 3, 2, 4, 3, 0, 4, 6, 3, 2, 1, 1, 7, 1, 1, 7, 1, 1, 3, 8, 1, 1, 3, 2, 3, 0, 0, 1, 0, 3, 1, 10, 4, 2, 3, 2, 10, 2, 3, 3, 1, 0, 5, 3, 1, 3, 1, 2, 3, 1, 2, 3, 4, 2, 0, 5, 7, 4, 0, 2, 2, 1, 3, 3, 2, 0, 5, 1, 2, 2, 1, 0, 3, 2, 1, 3, 3, 2, 1, 1, 4, 7, 9, 1, 0, 3, 2, 0, 1, 7, 0, 2, 9, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 5, 6, 2, 1, 1, 1, 2, 7, 1, 1, 3, 1, 3, 5, 1, 1, 0, 0, 5, 0, 1, 3, 1, 1, 1, 0, 1, 2, 3, 5, 1, 2, 14, 1, 5, 1, 0, 4, 1, 3, 0, 3, 3, 2, 5, 0, 7, 3, 1, 3, 9, 3, 1, 2, 3, 0, 1, 9, 4, 1, 6, 0, 16, 3, 2, 0, 5, 4, 1, 1, 4, 2, 5, 2, 2, 5, 1, 3, 9, 1, 3, 7, 5, 3, 2, 3, 3, 11, 3, 0, 1, 1, 1, 1, 1, 0, 2, 0, 2, 0, 2, 0, 1, 4, 0, 4, 1, 2, 0, 2, 0, 0, 0, 1, 0, 2, 2, 2, 3, 1, 1, 2, 3, 2, 2, 2, 1, 1, 0, 5, 1, 3, 1, 0, 4, 0, 1, 0, 3, 2, 1, 2, 5, 1, 2, 1, 2, 2, 8, 1, 0, 0, 1, 3, 2, 0, 2, 1, 1, 2, 3, 1, 5, 1, 1, 0, 0, 1, 1, 1, 1, 2, 1, 1, 3, 2, 1, 6, 2, 1, 2, 1, 1, 0, 2, 3, 1, 1, 1, 0, 3, 0, 2, 4, 0, 4, 2, 6, 1, 0, 1, 2, 0, 2, 1, 9, 4, 1, 0, 1, 2, 2, 1, 4, 2, 2, 1, 2, 8, 3, 4, 1, 1, 1, 1, 4, 1, 4, 1, 8, 1, 1, 1, 1, 0, 7, 6, 1, 3, 1, 6, 1, 1, 1, 2, 8, 0, 2, 5, 1, 0, 2, 2, 2, 2, 1, 3, 1, 1, 1, 1, 5, 0, 9, 2, 1, 0, 1, 2, 1, 2, 2, 0, 2, 8, 2, 3, 1, 2, 0, 0, 2, 3, 2, 3, 6, 1, 0, 3, 1, 0, 1, 2, 0, 2, 1, 1, 8, 1, 0, 0, 2, 2, 2, 0, 5, 0, 7, 2, 0, 1, 0, 0, 1, 5, 8, 2, 2, 1, 2, 0, 2, 0, 2, 1, 0, 0, 0, 7, 6, 1, 3, 4, 5, 5, 2, 1, 1, 1, 2, 2, 0, 1, 7, 2, 0, 4, 0, 2, 7, 2, 3, 2, 1, 2, 5, 1, 4, 0, 2, 3, 2, 1, 2, 2, 7, 0, 3, 1, 2, 4, 2, 6, 2, 1, 2, 4, 2, 3, 1, 0, 0, 8, 11, 1, 7, 1, 1, 1, 3, 14, 3, 4, 1, 1, 1, 1, 0, 0, 1, 2, 48, 21, 2, 2, 5, 5, 7, 0, 1, 1, 3, 1, 3, 5, 1, 3, 0, 6, 3, 3, 10, 5, 2, 1, 1, 2, 3, 1, 2, 1, 5, 3, 1, 1, 2, 1, 0, 4, 4, 4, 2, 1, 6, 3, 10, 0, 8, 0, 2, 3, 3, 1, 3, 3, 2, 2, 2, 0, 1, 2, 0, 13, 4, 2, 10, 3, 0, 4, 2, 13, 4, 3, 5, 2, 2, 2, 1, 2, 4, 1, 1, 2, 1, 1, 3, 1, 5, 1, 1, 2, 1, 8, 0, 2, 2, 1]",0.5008191265872204
2,0.0001,2,"[2, 1, 6, 4, 1, 2, 1, 2, 2, 1, 1, 3, 0, 2, 0, 3, 2, 4, 0, 3, 1, 0, 1, 7, 1, 1, 1, 11, 6, 7, 1, 0, 0, 9, 0, 2, 3, 2, 4, 4, 2, 2, 3, 1, 2, 3, 3, 2, 2, 2, 1, 7, 0, 2, 0, 1, 1, 1, 2, 2, 5, 4, 1, 0, 1, 1, 1, 0, 2, 2, 4, 0, 2, 4, 2, 7, 2, 9, 1, 1, 0, 3, 1, 3, 1, 0, 3, 3, 2, 1, 1, 2, 2, 3, 2, 2, 0, 3, 1, 2, 1, 2, 2, 4, 2, 1, 4, 4, 6, 2, 1, 1, 1, 17, 1, 5, 2, 2, 4, 0, 3, 3, 5, 1, 0, 0, 0, 1, 3, 1, 2, 16, 0, 1, 0, 5, 3, 3, 1, 1, 2, 0, 5, 3, 4, 1, 2, 0, 4, 1, 6, 0, 3, 0, 2, 7, 2, 1, 1, 1, 7, 1, 2, 2, 1, 1, 3, 2, 1, 2, 2, 2, 3, 1, 2, 5, 3, 2, 4, 1, 3, 1, 0, 1, 3, 3, 0, 1, 2, 3, 2, 1, 2, 1, 1, 2, 0, 8, 1, 2, 1, 2, 3, 2, 2, 5, 1, 1, 1, 1, 0, 1, 5, 1, 0, 2, 3, 1, 2, 0, 3, 3, 3, 0, 1, 1, 1, 1, 1, 7, 1, 0, 0, 0, 2, 2, 1, 4, 3, 2, 3, 2, 2, 2, 6, 1, 1, 3, 8, 1, 1, 2, 1, 0, 5, 1, 3, 1, 7, 1, 1, 1, 1, 2, 6, 8, 1, 5, 0, 0, 5, 3, 4, 0, 2, 1, 0, 1, 11, 0, 1, 1, 1, 3, 0, 0, 2, 0, 0, 3, 3, 1, 4, 5, 0, 1, 0, 1, 1, 3, 2, 5, 2, 1, 0, 2, 2, 1, 1, 3, 8, 1, 0, 1, 3, 24, 2, 2, 2, 0, 0, 4, 1, 2, 1, 5, 0, 4, 3, 4, 0, 0, 1, 2, 5, 1, 2, 6, 1, 4, 2, 1, 5, 0, 3, 3, 0, 1, 1, 4, 3, 3, 2, 2, 2, 6, 0, 1, 1, 1, 0, 2, 2, 0, 3, 2, 2, 8, 1, 6, 2, 3, 1, 2, 1, 1, 3, 2, 0, 0, 2, 1, 3, 2, 3, 2, 1, 3, 10, 1, 1, 1, 0, 1, 4, 1, 3, 0, 1, 1, 2, 1, 1, 0, 3, 0, 0, 1, 1, 1, 3, 1, 1, 2, 2, 1, 0, 2, 0, 2, 1, 2, 1, 2, 0, 1, 2, 3, 2, 1, 6, 2, 2, 1, 0, 0, 1, 2, 1, 0, 2, 2, 2, 3, 4, 1, 2, 1, 0, 1, 3, 3, 0, 5, 5, 0, 4, 2, 0, 3, 4, 1, 0, 4, 1, 1, 1, 1, 3, 5, 1, 2, 5, 4, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 5, 1, 4, 8, 6, 8, 3, 3, 17, 3, 6, 3, 1, 3, 2, 3, 7, 3, 2, 1, 1, 1, 0, 1, 2, 0, 1, 6, 2, 3, 3, 4, 0, 1, 0, 4, 0, 1, 2, 2, 1, 1, 1, 2, 0, 2, 9, 11, 1, 2, 0, 13, 1, 1, 0, 3, 4, 0, 7, 3, 7, 2, 1, 0, 0, 0, 1, 2, 1, 4, 0, 3, 3, 1, 1, 1, 1, 0, 1, 2, 1, 5, 1, 2, 5, 4, 0, 6, 2, 4, 1, 3, 1, 1, 1, 4, 4, 3, 0, 1, 6, 2, 3, 3, 4, 2, 1, 2, 2, 2, 1, 2, 6, 4, 2, 2, 1, 2, 5, 2, 2, 1, 1, 2, 3, 2, 1, 3, 3, 0, 1, 3, 1, 2, 4, 1, 1, 1, 1, 2, 10, 10, 4, 2, 2, 4, 4, 1, 1, 1, 2, 0, 6, 4, 3, 1, 1, 1, 7, 1, 2, 8, 3, 4, 3, 48, 4, 2, 0, 0, 1, 0, 2, 4, 2, 4, 4, 1, 0, 2, 5, 0, 8, 1, 0, 1, 1, 5, 1, 1, 4, 1, 7, 2, 5, 3, 0, 2, 1, 6, 0, 4, 1, 1, 4, 2, 9, 5, 1, 1, 5, 2, 1, 0, 1, 1, 1, 2, 2, 1, 1, 2, 5, 0, 6, 1, 14, 0, 2, 0, 3, 1, 4, 3, 4, 2, 6, 2, 8, 1, 11, 0, 1, 0, 2, 2, 3, 12, 2, 1, 3, 5, 1, 2, 2, 2, 1, 3, 5, 2, 1]",0.4968994647481145
3,0.0001,3,"[2, 4, 1, 1, 2, 1, 0, 3, 1, 0, 2, 4, 1, 0, 3, 8, 2, 2, 1, 0, 2, 3, 3, 2, 4, 0, 7, 0, 1, 4, 2, 1, 1, 2, 4, 0, 7, 1, 1, 3, 1, 0, 3, 0, 4, 3, 3, 1, 2, 2, 0, 3, 0, 1, 3, 2, 3, 2, 2, 1, 2, 0, 3, 0, 2, 2, 0, 3, 1, 2, 1, 2, 1, 1, 4, 3, 2, 0, 1, 0, 4, 2, 0, 3, 8, 3, 10, 7, 3, 3, 2, 1, 4, 1, 0, 3, 2, 5, 1, 2, 0, 5, 1, 5, 1, 0, 2, 1, 2, 4, 2, 0, 1, 4, 0, 1, 6, 2, 3, 2, 1, 1, 0, 1, 0, 2, 1, 5, 0, 1, 1, 1, 0, 4, 3, 3, 1, 5, 0, 1, 1, 2, 0, 0, 1, 2, 3, 0, 3, 1, 2, 3, 3, 1, 0, 2, 4, 3, 0, 3, 4, 1, 3, 0, 0, 2, 5, 1, 0, 3, 0, 1, 6, 2, 2, 3, 3, 2, 0, 0, 4, 2, 1, 0, 1, 1, 2, 5, 3, 0, 2, 5, 0, 2, 2, 1, 6, 2, 1, 1, 0, 3, 6, 7, 1, 1, 1, 1, 1, 1, 3, 1, 2, 4, 7, 0, 1, 0, 8, 1, 0, 9, 3, 1, 3, 3, 1, 13, 2, 6, 1, 6, 0, 0, 1, 0, 3, 1, 6, 3, 10, 0, 2, 3, 2, 1, 2, 6, 2, 3, 5, 3, 2, 1, 1, 0, 1, 1, 0, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 0, 2, 0, 4, 1, 8, 0, 0, 1, 2, 1, 2, 0, 1, 1, 3, 4, 2, 1, 4, 3, 4, 1, 1, 1, 0, 4, 2, 1, 0, 3, 1, 1, 1, 4, 9, 1, 1, 4, 3, 1, 2, 3, 2, 4, 0, 4, 0, 1, 1, 4, 0, 1, 8, 0, 2, 6, 0, 10, 2, 1, 2, 1, 5, 1, 1, 1, 0, 2, 2, 5, 0, 2, 2, 0, 5, 4, 12, 8, 0, 20, 0, 0, 1, 0, 2, 0, 1, 9, 1, 1, 2, 3, 1, 4, 3, 2, 4, 0, 3, 0, 3, 3, 1, 0, 3, 0, 2, 0, 1, 3, 1, 2, 0, 1, 2, 1, 1, 2, 4, 1, 0, 4, 3, 4, 1, 0, 0, 3, 1, 2, 1, 6, 2, 5, 0, 0, 2, 4, 1, 3, 1, 2, 1, 2, 1, 2, 1, 2, 3, 4, 1, 2, 2, 1, 1, 5, 1, 2, 6, 2, 3, 1, 0, 1, 3, 6, 0, 2, 1, 0, 1, 1, 1, 0, 1, 4, 1, 4, 2, 3, 5, 2, 1, 2, 2, 2, 2, 3, 0, 0, 1, 3, 1, 1, 1, 1, 1, 0, 4, 1, 2, 1, 2, 5, 1, 1, 3, 2, 1, 3, 7, 1, 1, 1, 1, 1, 1, 1, 2, 4, 8, 2, 0, 3, 1, 2, 2, 6, 3, 2, 4, 1, 1, 4, 2, 2, 3, 9, 0, 2, 4, 3, 4, 1, 1, 5, 4, 2, 0, 4, 2, 2, 3, 7, 2, 2, 7, 4, 1, 2, 2, 0, 0, 0, 1, 1, 0, 0, 2, 1, 3, 1, 1, 2, 4, 1, 5, 3, 2, 1, 1, 2, 0, 0, 1, 2, 0, 2, 5, 3, 0, 2, 2, 5, 3, 1, 4, 1, 6, 0, 1, 0, 0, 2, 0, 0, 1, 1, 1, 0, 2, 2, 1, 1, 1, 0, 0, 3, 1, 1, 3, 3, 1, 3, 1, 0, 1, 1, 0, 5, 4, 3, 2, 1, 2, 1, 1, 2, 2, 1, 7, 2, 4, 1, 2, 3, 1, 5, 4, 3, 2, 7, 4, 3, 7, 2, 1, 9, 17, 3, 1, 0, 0, 3, 2, 16, 24, 4, 1, 1, 6, 2, 3, 4, 3, 0, 1, 32, 5, 7, 4, 6, 2, 6, 0, 3, 0, 10, 0, 4, 7, 1, 0, 1, 0, 2, 0, 1, 2, 2, 0, 2, 5, 0, 5, 4, 4, 2, 1, 0, 1, 5, 1, 8, 1, 2, 2, 1, 3, 0, 6, 1, 1, 1, 0, 0, 4, 2, 1, 1, 2, 4, 2, 3, 4, 3, 3, 2, 2, 1, 1, 2, 2, 1, 1, 0, 1, 0, 0, 1, 1, 7, 8, 7, 1, 3, 1, 1, 3, 2, 5, 0, 4, 0, 1, 0, 2, 3, 6, 2, 0, 4, 4]",0.5062992499013028
4,0.0001,4,"[2, 0, 0, 2, 1, 2, 2, 1, 2, 0, 1, 0, 4, 9, 3, 1, 3, 0, 5, 3, 7, 12, 3, 1, 1, 2, 1, 2, 3, 1, 2, 2, 1, 2, 3, 4, 1, 2, 1, 1, 0, 3, 2, 2, 1, 8, 2, 0, 3, 1, 2, 1, 1, 2, 3, 4, 4, 8, 1, 1, 0, 0, 0, 2, 1, 1, 3, 1, 1, 2, 0, 7, 2, 4, 1, 2, 1, 0, 2, 1, 0, 4, 5, 1, 1, 1, 2, 2, 1, 3, 0, 1, 1, 2, 0, 5, 3, 1, 0, 1, 5, 3, 0, 2, 1, 1, 3, 2, 2, 3, 2, 2, 7, 0, 0, 4, 3, 1, 0, 2, 1, 6, 2, 6, 1, 4, 17, 1, 1, 0, 2, 1, 5, 1, 1, 1, 1, 2, 2, 1, 2, 4, 0, 1, 0, 2, 7, 2, 1, 0, 2, 4, 5, 1, 1, 2, 1, 2, 2, 1, 1, 7, 4, 4, 1, 6, 1, 0, 1, 3, 0, 1, 6, 1, 3, 1, 3, 4, 0, 1, 5, 2, 0, 2, 8, 3, 1, 2, 1, 3, 0, 1, 4, 8, 2, 1, 7, 1, 0, 2, 3, 0, 3, 16, 2, 2, 0, 2, 2, 4, 10, 2, 2, 0, 7, 2, 1, 2, 4, 9, 11, 3, 1, 2, 2, 7, 2, 0, 3, 13, 2, 1, 5, 2, 1, 3, 2, 1, 3, 7, 2, 0, 3, 1, 0, 2, 4, 2, 2, 2, 3, 4, 1, 4, 1, 2, 0, 0, 1, 4, 2, 1, 2, 0, 2, 1, 1, 2, 2, 1, 4, 2, 3, 1, 2, 1, 1, 4, 1, 1, 0, 1, 0, 3, 6, 1, 1, 1, 5, 3, 3, 2, 3, 0, 2, 1, 7, 2, 2, 0, 7, 2, 0, 2, 3, 2, 3, 3, 5, 0, 1, 2, 3, 6, 2, 9, 1, 1, 5, 1, 11, 1, 0, 0, 1, 0, 3, 0, 1, 1, 0, 1, 0, 1, 2, 1, 2, 0, 1, 3, 2, 1, 3, 1, 1, 2, 1, 1, 0, 7, 2, 2, 1, 0, 2, 1, 1, 0, 2, 0, 2, 3, 2, 2, 9, 2, 3, 4, 10, 2, 5, 1, 2, 3, 2, 1, 3, 1, 1, 1, 2, 1, 4, 2, 1, 3, 2, 5, 1, 13, 4, 3, 12, 3, 1, 1, 5, 2, 1, 0, 2, 2, 2, 2, 1, 3, 1, 1, 2, 1, 1, 1, 5, 3, 0, 2, 0, 2, 1, 1, 3, 1, 2, 0, 1, 4, 6, 1, 2, 1, 8, 1, 4, 0, 1, 0, 1, 2, 2, 0, 0, 2, 2, 2, 0, 4, 1, 2, 7, 3, 3, 2, 2, 2, 3, 3, 2, 4, 4, 3, 4, 8, 6, 0, 1, 1, 1, 7, 2, 0, 1, 2, 1, 3, 2, 0, 1, 3, 1, 4, 4, 2, 2, 4, 0, 3, 2, 2, 1, 0, 1, 2, 1, 2, 1, 0, 1, 0, 2, 0, 1, 0, 0, 3, 1, 1, 1, 2, 1, 1, 1, 0, 4, 0, 1, 3, 1, 2, 0, 2, 4, 2, 5, 0, 4, 2, 2, 2, 1, 1, 3, 2, 1, 2, 4, 2, 1, 2, 2, 2, 2, 0, 2, 2, 1, 3, 4, 2, 1, 1, 6, 3, 7, 5, 2, 1, 2, 2, 3, 1, 0, 3, 4, 2, 2, 1, 2, 3, 3, 1, 4, 2, 2, 4, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 2, 3, 3, 0, 1, 3, 1, 3, 1, 1, 3, 3, 2, 3, 9, 3, 3, 1, 1, 2, 2, 10, 6, 1, 0, 4, 1, 5, 2, 2, 3, 2, 1, 2, 1, 5, 1, 2, 7, 0, 3, 2, 3, 1, 4, 1, 0, 1, 1, 3, 1, 3, 4, 2, 3, 10, 1, 0, 6, 2, 2, 9, 2, 0, 1, 54, 1, 1, 1, 1, 8, 0, 6, 8, 4, 4, 0, 4, 4, 2, 2, 1, 0, 2, 1, 1, 4, 3, 2, 7, 2, 4, 0, 2, 3, 2, 2, 2, 6, 2, 2, 9, 1, 0, 5, 1, 1, 4, 2, 1, 3, 1, 3, 4, 2, 2, 1, 1, 2, 6, 2, 2, 2, 1, 3, 1, 2, 2, 1, 1, 1, 1, 0, 8, 1, 4, 4, 1, 3, 5, 5, 4, 1, 10, 1, 2, 2, 1, 0, 2, 12, 1, 6, 2, 2, 2, 3, 2, 3, 3, 1]",0.47595278044103545
5,0.0001,5,"[6, 0, 0, 1, 4, 0, 3, 3, 4, 1, 4, 1, 2, 4, 0, 2, 1, 9, 0, 2, 2, 1, 0, 2, 1, 2, 3, 1, 0, 5, 5, 2, 2, 4, 1, 1, 3, 1, 0, 1, 5, 2, 3, 2, 3, 2, 6, 5, 2, 2, 1, 2, 0, 1, 1, 2, 0, 2, 0, 2, 2, 4, 1, 3, 0, 2, 1, 13, 2, 3, 0, 0, 2, 1, 1, 1, 1, 1, 1, 1, 2, 0, 7, 11, 3, 1, 1, 4, 2, 2, 0, 1, 1, 3, 1, 2, 0, 2, 3, 1, 0, 2, 1, 3, 2, 4, 1, 2, 1, 1, 2, 1, 2, 2, 0, 0, 1, 4, 3, 0, 1, 5, 0, 0, 0, 0, 2, 1, 5, 1, 2, 5, 1, 1, 3, 7, 1, 1, 6, 1, 1, 1, 3, 3, 1, 1, 2, 9, 1, 3, 2, 1, 2, 1, 0, 0, 1, 7, 3, 9, 0, 7, 4, 0, 1, 1, 1, 1, 7, 0, 4, 5, 2, 1, 6, 1, 2, 0, 0, 1, 2, 2, 3, 0, 1, 3, 3, 1, 3, 1, 2, 0, 3, 0, 2, 3, 4, 2, 1, 2, 3, 1, 3, 1, 6, 2, 0, 0, 0, 2, 7, 1, 2, 12, 1, 1, 1, 1, 6, 4, 2, 2, 2, 2, 8, 1, 2, 4, 5, 2, 3, 4, 1, 2, 1, 3, 1, 1, 7, 1, 2, 1, 8, 4, 1, 1, 2, 4, 0, 8, 1, 2, 2, 1, 1, 3, 1, 6, 2, 2, 1, 2, 5, 1, 4, 2, 0, 3, 0, 0, 16, 2, 0, 1, 1, 3, 3, 1, 2, 0, 3, 1, 2, 2, 3, 5, 0, 2, 2, 2, 1, 2, 0, 1, 1, 2, 6, 2, 2, 11, 0, 1, 1, 1, 0, 1, 0, 3, 5, 3, 1, 2, 4, 1, 2, 2, 1, 3, 2, 10, 0, 1, 3, 1, 1, 7, 1, 1, 1, 7, 1, 0, 1, 4, 1, 2, 9, 2, 3, 1, 3, 3, 0, 1, 18, 0, 1, 1, 2, 0, 2, 3, 2, 2, 1, 10, 10, 2, 2, 1, 0, 2, 0, 6, 2, 1, 0, 0, 1, 10, 1, 0, 1, 1, 1, 2, 1, 11, 1, 0, 1, 4, 0, 4, 0, 7, 1, 1, 2, 13, 1, 2, 2, 1, 1, 0, 2, 5, 7, 0, 2, 1, 2, 3, 1, 0, 1, 3, 0, 0, 1, 3, 2, 3, 1, 1, 0, 2, 5, 16, 2, 2, 1, 1, 1, 1, 3, 1, 2, 8, 1, 3, 9, 6, 0, 0, 1, 0, 0, 4, 1, 2, 2, 1, 1, 0, 0, 1, 1, 1, 3, 2, 5, 2, 2, 0, 0, 3, 3, 0, 2, 2, 1, 1, 2, 5, 2, 4, 2, 1, 21, 3, 2, 1, 2, 2, 1, 5, 1, 2, 0, 2, 3, 4, 5, 2, 3, 2, 2, 6, 1, 0, 3, 0, 2, 0, 1, 1, 2, 2, 0, 0, 3, 1, 0, 0, 2, 1, 0, 0, 4, 2, 0, 2, 0, 5, 0, 1, 0, 2, 5, 1, 4, 2, 1, 6, 1, 2, 1, 6, 1, 0, 2, 1, 10, 10, 1, 3, 2, 1, 4, 1, 3, 3, 3, 2, 1, 1, 0, 3, 2, 1, 1, 5, 1, 1, 2, 1, 1, 1, 1, 2, 0, 2, 2, 7, 1, 1, 0, 2, 1, 3, 2, 1, 1, 1, 4, 2, 0, 0, 0, 2, 3, 2, 1, 2, 4, 0, 8, 3, 1, 1, 2, 1, 1, 1, 3, 7, 1, 10, 3, 2, 1, 0, 0, 1, 1, 6, 2, 1, 3, 4, 5, 3, 2, 0, 1, 2, 4, 5, 2, 4, 6, 4, 3, 0, 2, 3, 2, 1, 8, 5, 1, 1, 3, 4, 1, 3, 2, 4, 2, 0, 2, 2, 5, 1, 1, 1, 3, 40, 9, 2, 1, 1, 11, 5, 3, 0, 3, 13, 1, 7, 2, 2, 3, 1, 1, 3, 1, 3, 6, 4, 8, 3, 4, 6, 4, 3, 0, 1, 0, 4, 12, 6, 1, 9, 2, 2, 1, 1, 0, 3, 7, 4, 4, 2, 5, 0, 4, 2, 0, 4, 2, 0, 8, 0, 6, 1, 3, 4, 1, 4, 1, 0, 3, 2, 1, 0, 2, 2, 2, 2, 2, 1, 2, 3, 2, 1, 3, 6, 1, 1, 2, 4, 2, 1, 0, 0, 3, 2, 8, 4, 3, 3, 3]",0.5096050779407449
