,stoch,Run,Population
0,0.5,0,"[4, 5, 9, 4, 3, 4, 21, 7, 1, 6, 6, 3, 6, 11, 9, 5, 9, 5, 14, 26, 27, 3, 5, 10, 11, 13, 6, 7, 18, 6, 6, 5, 15, 0, 34, 2, 2, 12, 5, 10, 9, 9, 12, 9, 1, 4, 6, 16, 53, 43, 14, 4, 26, 12, 16, 2, 6, 4, 3, 5, 3, 9, 5, 9, 9, 11, 37, 1, 16, 51, 8, 6, 5, 5, 10, 16, 19, 12, 5, 25, 2, 18, 6, 3, 2, 7, 13, 12, 7, 2, 1, 26, 32, 9, 1, 8, 10, 1, 2, 7, 4, 11, 3, 3, 22, 39, 12, 1, 8, 3, 3, 2, 23, 2, 40, 3, 46, 13, 6, 8, 8, 22, 10, 4, 6, 3, 6, 4, 2, 1, 3, 4, 5, 9, 15, 13, 10, 13, 2, 14, 8, 24, 3, 2, 5, 8, 17, 8, 14, 11, 16, 2, 21, 8, 8, 4, 10, 14, 12, 21, 6, 3, 11, 13, 9, 4, 28, 4, 13, 15, 4, 24, 25, 16, 15, 2, 47, 24, 9, 3, 25, 5, 5, 7, 9, 25, 6, 12, 18, 10, 6, 10, 8, 4, 11, 3, 14, 12, 4, 39, 6, 9, 7, 8, 8, 1, 14, 16, 10, 9, 5, 3, 4, 4, 5, 6, 9, 10, 7, 7, 12, 11, 3, 1, 9, 14, 10, 15, 8, 2, 7, 8, 30, 57, 11, 5, 3, 11, 6, 5, 12, 2, 7, 20, 4, 28, 10, 11, 10, 7, 18, 5, 6, 4, 14, 7, 9, 8, 42, 4, 3, 9, 5, 22, 19, 2, 2, 3, 11, 17, 8, 10, 11, 0, 10, 17, 10, 29, 2, 5, 43, 11, 1, 22, 2, 3, 15, 25, 6, 19, 4, 10, 12, 9, 13, 10, 5, 6, 8, 15, 5, 24, 7, 19, 21, 16, 10, 4, 26, 12, 17, 4, 1, 11, 12, 11, 10, 5, 12, 6, 5, 8, 16, 31, 15, 15, 6, 26, 9, 9, 12, 5, 7, 5, 7, 14, 4, 3, 26, 4, 6, 7, 9, 7, 10, 6, 40, 11, 2, 3, 5, 11, 27, 4, 16, 27, 7, 9, 13, 12, 13, 12, 1, 5, 2, 16, 9, 0, 15, 15, 9, 7, 4, 7, 3, 15, 17, 0, 23, 24, 28, 6, 3, 13, 9, 8, 4, 3, 13, 6, 1, 10, 14, 8, 6, 14, 3, 12, 3, 25, 9, 4, 9, 5, 3, 3, 2, 2, 9, 12, 5, 15, 4, 8, 5, 2, 2, 3, 6, 5, 22, 6, 6, 12, 13, 15, 21, 16, 8, 5, 8, 9, 25, 4, 11, 22, 6, 21, 6, 18, 6, 9, 28, 4, 47, 9, 9, 9, 2, 31, 5, 2, 19, 14, 7, 9, 2, 27, 9, 5, 26, 2, 5, 22, 12, 6, 25, 32, 15, 11, 11, 4, 4, 14, 5, 6, 8, 7, 15, 11, 10, 2, 25, 35, 2, 6, 7, 5, 9, 9, 8, 6, 12, 11, 5, 38, 22, 6, 2, 2, 2, 8, 4, 39, 10, 7, 3, 6, 44, 5, 30, 12, 4, 19, 2, 3, 19, 2, 10, 6, 13, 13, 39, 26, 6, 4, 8, 3, 5, 2, 9, 3, 12, 33, 12, 15, 14, 2, 3, 3, 19, 9, 16, 28, 0, 4, 18, 6, 20, 9, 12, 17, 5, 24, 10, 10, 6, 2, 2, 3, 33, 2, 3, 6, 6, 8, 2, 10, 9, 21, 28, 14, 10, 4, 3, 4, 49, 4, 1, 1, 6, 48, 8, 2, 11, 4, 49, 18, 3, 10, 3, 59, 5, 17, 14, 22, 7, 5, 15, 3, 14, 23, 2, 1, 14, 7, 24, 7, 13, 4, 4, 7, 4, 35, 8, 2, 10, 6, 3, 7, 8, 12, 12, 5, 13, 15, 9, 13, 12, 20, 17, 5, 11, 37, 12, 2, 19, 20, 19, 38, 5, 9, 3, 12, 6, 6, 8, 22, 4, 6, 12, 0, 25, 18, 24, 4, 2, 6, 16, 5, 10, 19, 7, 28, 14, 16, 17, 18, 9, 12, 2, 8, 1, 6, 17, 25, 5, 23, 7, 11, 22, 10, 12, 4, 19, 27, 5, 9, 4, 5, 24, 21, 2, 18, 4, 15, 47, 15, 19, 29, 16, 9, 20, 0, 14, 16, 7, 16, 22, 10, 5, 13, 6, 10, 38, 2, 23, 16, 17, 12, 7, 7, 3, 7, 6, 14, 10, 20, 7, 24, 2, 10, 6, 11, 2, 23, 2, 0, 7, 10, 3, 27, 11, 8, 7]"
1,0.5,1,"[0, 5, 27, 6, 21, 4, 2, 8, 4, 13, 4, 26, 31, 11, 1, 10, 8, 21, 42, 4, 5, 27, 8, 21, 3, 2, 3, 8, 8, 7, 5, 16, 6, 4, 9, 10, 9, 6, 7, 12, 6, 9, 5, 5, 18, 9, 16, 7, 6, 62, 65, 1, 12, 2, 17, 6, 7, 1, 12, 2, 3, 31, 35, 17, 6, 30, 3, 2, 2, 5, 8, 8, 12, 5, 9, 15, 10, 23, 14, 6, 6, 14, 23, 10, 10, 4, 10, 3, 6, 13, 3, 7, 2, 14, 13, 3, 7, 25, 11, 11, 3, 2, 21, 8, 19, 9, 3, 13, 4, 2, 14, 6, 9, 8, 14, 27, 6, 7, 15, 7, 20, 21, 6, 5, 10, 13, 6, 17, 7, 3, 13, 6, 9, 6, 9, 14, 5, 26, 18, 4, 11, 7, 1, 9, 19, 10, 9, 10, 21, 23, 13, 9, 32, 12, 11, 3, 10, 16, 2, 7, 8, 32, 5, 12, 14, 10, 5, 4, 9, 3, 5, 5, 3, 11, 15, 7, 11, 7, 9, 5, 18, 8, 16, 8, 4, 13, 9, 9, 8, 35, 6, 9, 4, 11, 5, 4, 5, 10, 7, 1, 4, 7, 10, 14, 9, 3, 12, 7, 12, 4, 9, 7, 18, 6, 21, 11, 14, 2, 22, 6, 2, 12, 9, 8, 19, 7, 3, 2, 4, 14, 8, 4, 3, 6, 9, 11, 12, 14, 5, 12, 21, 10, 13, 17, 1, 20, 10, 6, 13, 4, 3, 5, 38, 19, 11, 6, 22, 2, 16, 19, 20, 9, 4, 22, 12, 5, 2, 12, 32, 12, 10, 7, 18, 5, 4, 2, 11, 6, 11, 27, 6, 2, 12, 1, 23, 5, 4, 7, 18, 18, 17, 6, 4, 17, 21, 14, 14, 3, 0, 4, 30, 5, 13, 35, 8, 7, 21, 19, 2, 7, 20, 20, 7, 20, 12, 14, 20, 7, 3, 10, 8, 10, 14, 10, 19, 1, 9, 18, 4, 7, 18, 4, 6, 5, 4, 28, 14, 6, 6, 4, 26, 3, 21, 24, 8, 13, 22, 4, 4, 11, 9, 28, 2, 2, 9, 24, 23, 15, 9, 3, 10, 17, 11, 3, 4, 5, 6, 9, 13, 5, 4, 15, 4, 3, 25, 6, 24, 15, 2, 5, 3, 21, 7, 16, 5, 10, 31, 31, 9, 4, 15, 3, 16, 4, 4, 37, 8, 5, 6, 1, 10, 7, 10, 2, 8, 2, 33, 9, 15, 6, 10, 21, 28, 4, 4, 9, 12, 22, 7, 6, 5, 10, 7, 2, 3, 7, 1, 19, 8, 10, 2, 29, 2, 9, 7, 5, 27, 9, 2, 5, 24, 4, 31, 30, 13, 3, 7, 5, 29, 29, 7, 4, 6, 4, 17, 5, 11, 41, 19, 21, 7, 11, 8, 13, 4, 3, 4, 4, 25, 15, 3, 11, 3, 3, 6, 12, 13, 65, 66, 3, 11, 12, 7, 6, 19, 18, 4, 2, 14, 21, 8, 6, 5, 11, 5, 36, 17, 24, 19, 3, 7, 10, 7, 4, 1, 10, 8, 7, 28, 5, 8, 7, 3, 6, 17, 5, 8, 6, 3, 6, 24, 12, 13, 10, 17, 38, 31, 9, 7, 3, 4, 5, 2, 35, 26, 10, 9, 11, 2, 12, 2, 17, 25, 9, 16, 3, 19, 10, 34, 16, 6, 5, 4, 3, 5, 29, 9, 11, 9, 8, 7, 32, 38, 3, 2, 4, 4, 3, 3, 4, 10, 5, 14, 4, 4, 3, 6, 28, 25, 4, 8, 4, 13, 9, 23, 16, 28, 9, 1, 7, 3, 1, 23, 11, 21, 2, 21, 4, 24, 3, 7, 11, 17, 11, 22, 6, 12, 12, 6, 6, 39, 5, 9, 9, 3, 10, 5, 10, 13, 29, 3, 19, 33, 5, 23, 4, 13, 16, 5, 9, 10, 4, 13, 9, 11, 1, 23, 9, 12, 4, 5, 0, 16, 4, 3, 21, 23, 5, 19, 11, 6, 1, 9, 4, 15, 10, 10, 8, 3, 8, 24, 16, 6, 6, 9, 20, 5, 12, 5, 15, 39, 20, 5, 16, 12, 8, 10, 8, 34, 9, 10, 24, 14, 5, 11, 2, 18, 2, 6, 12, 16, 8, 14, 4, 8, 6, 10, 9, 4, 12, 9, 3, 5, 4, 24, 4, 9, 4, 8, 46, 20, 7, 8, 12, 13, 24, 12, 33, 9, 1, 2, 18, 8, 8, 11, 2, 12, 9, 4, 7, 4, 51, 7, 7, 2, 20, 41, 23, 9, 9, 13, 7, 8, 4, 0]"
2,0.5,2,"[4, 7, 7, 14, 8, 9, 9, 9, 12, 5, 6, 6, 12, 15, 2, 2, 12, 3, 9, 10, 18, 22, 13, 6, 10, 3, 6, 38, 15, 49, 2, 2, 5, 23, 4, 5, 7, 29, 3, 9, 4, 18, 4, 5, 18, 7, 2, 9, 24, 24, 8, 4, 15, 4, 16, 8, 7, 11, 11, 2, 23, 4, 25, 4, 19, 3, 7, 13, 44, 4, 9, 6, 13, 10, 6, 31, 5, 13, 5, 5, 18, 5, 9, 10, 16, 10, 7, 3, 5, 10, 2, 9, 30, 24, 13, 30, 7, 4, 5, 9, 7, 1, 10, 9, 38, 2, 29, 7, 3, 2, 21, 6, 16, 25, 5, 12, 17, 7, 8, 19, 2, 8, 9, 4, 3, 14, 7, 24, 7, 17, 20, 19, 24, 3, 14, 10, 7, 3, 8, 4, 7, 4, 12, 2, 26, 11, 14, 17, 11, 11, 11, 3, 4, 4, 7, 5, 16, 5, 9, 9, 11, 4, 2, 14, 6, 23, 1, 18, 10, 15, 2, 5, 19, 4, 5, 18, 7, 4, 13, 24, 3, 14, 22, 20, 16, 23, 11, 18, 5, 7, 11, 3, 4, 10, 18, 12, 5, 13, 3, 6, 3, 9, 19, 4, 7, 11, 22, 2, 6, 3, 20, 12, 1, 15, 42, 4, 1, 11, 13, 19, 5, 3, 16, 12, 7, 22, 14, 5, 3, 8, 9, 9, 5, 17, 13, 2, 6, 26, 16, 3, 11, 26, 7, 7, 7, 13, 4, 28, 38, 6, 11, 24, 9, 13, 1, 7, 13, 10, 1, 8, 10, 10, 20, 6, 10, 3, 7, 7, 14, 5, 3, 8, 15, 4, 3, 20, 28, 7, 8, 6, 26, 6, 7, 8, 16, 4, 16, 23, 13, 9, 34, 6, 15, 16, 6, 5, 5, 21, 9, 3, 15, 8, 20, 11, 7, 13, 10, 15, 8, 10, 14, 13, 21, 14, 15, 14, 10, 7, 3, 6, 5, 1, 11, 44, 4, 1, 6, 5, 25, 6, 5, 14, 14, 6, 24, 5, 12, 9, 19, 22, 23, 8, 30, 16, 8, 8, 52, 6, 6, 22, 11, 7, 6, 8, 3, 8, 12, 14, 10, 9, 19, 4, 7, 27, 6, 3, 15, 20, 8, 13, 0, 6, 5, 39, 12, 10, 23, 10, 9, 3, 12, 5, 0, 41, 7, 24, 8, 3, 3, 4, 3, 14, 8, 15, 2, 10, 32, 2, 29, 11, 5, 1, 15, 22, 7, 8, 8, 27, 33, 50, 5, 19, 7, 2, 3, 2, 14, 22, 15, 9, 5, 1, 6, 8, 4, 8, 19, 0, 6, 9, 6, 43, 13, 6, 9, 18, 18, 9, 4, 5, 9, 8, 3, 6, 11, 5, 20, 6, 9, 7, 15, 11, 3, 15, 50, 3, 3, 8, 6, 10, 7, 7, 8, 16, 8, 5, 7, 18, 9, 7, 20, 26, 13, 27, 14, 19, 31, 9, 23, 11, 8, 13, 6, 27, 9, 10, 5, 6, 25, 13, 11, 5, 7, 5, 37, 13, 9, 10, 16, 50, 4, 21, 19, 39, 47, 3, 11, 5, 9, 4, 1, 6, 4, 6, 36, 11, 5, 7, 8, 24, 7, 7, 10, 5, 10, 6, 8, 7, 7, 5, 3, 32, 10, 9, 27, 31, 10, 10, 8, 40, 3, 2, 11, 14, 13, 32, 5, 10, 17, 19, 2, 2, 10, 12, 41, 3, 5, 12, 12, 4, 2, 21, 15, 7, 2, 5, 5, 5, 14, 31, 18, 46, 3, 8, 18, 25, 18, 5, 4, 3, 3, 8, 6, 21, 14, 13, 35, 3, 1, 7, 0, 4, 26, 22, 5, 13, 2, 34, 5, 17, 4, 12, 5, 4, 3, 10, 1, 3, 6, 5, 8, 5, 10, 7, 12, 7, 5, 5, 3, 1, 19, 9, 22, 8, 6, 5, 3, 17, 2, 4, 18, 6, 16, 7, 23, 10, 4, 6, 3, 17, 4, 4, 51, 13, 5, 1, 13, 13, 4, 27, 4, 5, 10, 17, 3, 14, 2, 9, 2, 9, 10, 24, 7, 13, 4, 8, 3, 5, 6, 13, 15, 2, 9, 24, 2, 10, 6, 8, 4, 7, 16, 10, 6, 24, 13, 5, 10, 14, 26, 3, 9, 12, 15, 5, 11, 7, 10, 2, 34, 1, 13, 6, 0, 5, 3, 5, 12, 17, 12, 4, 32, 5, 5, 18, 17, 9, 11, 7, 20, 17, 3, 4, 6, 16, 22, 19, 7, 14, 31, 18, 4, 18, 16, 7, 6, 7, 17, 2, 22, 36, 5, 11, 24, 24, 8]"
3,0.5,3,"[17, 2, 18, 16, 9, 24, 2, 5, 19, 14, 3, 3, 8, 4, 5, 3, 25, 16, 53, 7, 12, 7, 8, 17, 6, 9, 11, 27, 15, 13, 1, 17, 5, 4, 24, 12, 6, 4, 10, 13, 3, 18, 9, 23, 3, 6, 15, 5, 14, 9, 4, 25, 14, 3, 11, 23, 3, 10, 12, 10, 3, 5, 15, 7, 3, 17, 11, 5, 7, 4, 37, 13, 29, 3, 10, 25, 12, 34, 5, 15, 12, 5, 3, 13, 13, 3, 3, 5, 2, 12, 2, 24, 6, 16, 3, 8, 18, 2, 36, 24, 6, 3, 3, 10, 37, 12, 27, 11, 16, 49, 10, 6, 18, 12, 4, 14, 8, 6, 4, 16, 2, 18, 4, 0, 12, 2, 7, 20, 23, 3, 8, 20, 13, 6, 14, 19, 5, 3, 13, 20, 12, 0, 23, 15, 6, 21, 6, 20, 2, 6, 8, 4, 6, 10, 3, 3, 13, 6, 6, 4, 3, 16, 4, 8, 6, 6, 12, 10, 16, 12, 8, 12, 3, 4, 5, 10, 18, 11, 8, 2, 11, 5, 35, 4, 7, 12, 16, 12, 15, 7, 9, 9, 2, 16, 22, 9, 6, 20, 7, 11, 15, 3, 13, 2, 10, 4, 11, 7, 11, 7, 9, 20, 17, 15, 3, 4, 8, 12, 9, 15, 11, 2, 14, 6, 9, 15, 4, 16, 13, 14, 5, 3, 11, 7, 8, 10, 28, 6, 4, 6, 12, 13, 7, 4, 29, 5, 10, 3, 1, 13, 2, 9, 29, 8, 9, 14, 12, 24, 36, 4, 10, 4, 6, 11, 11, 15, 8, 15, 13, 15, 11, 10, 18, 7, 4, 14, 7, 5, 15, 7, 23, 24, 1, 6, 17, 27, 1, 8, 7, 20, 9, 4, 7, 18, 10, 13, 5, 6, 9, 4, 6, 9, 11, 5, 10, 7, 7, 11, 36, 28, 20, 14, 40, 6, 17, 27, 8, 16, 4, 26, 1, 4, 13, 4, 22, 34, 6, 21, 5, 3, 3, 5, 17, 16, 13, 5, 34, 18, 30, 10, 7, 14, 12, 7, 14, 6, 3, 24, 7, 6, 9, 3, 12, 10, 9, 13, 4, 5, 7, 12, 5, 8, 8, 6, 4, 13, 9, 5, 17, 5, 17, 3, 10, 20, 12, 21, 26, 9, 8, 14, 1, 10, 16, 5, 3, 5, 4, 4, 7, 3, 6, 21, 15, 2, 6, 13, 14, 79, 20, 3, 8, 12, 15, 6, 23, 27, 6, 6, 11, 4, 15, 7, 12, 5, 3, 9, 26, 15, 7, 4, 11, 5, 18, 10, 9, 6, 7, 8, 6, 3, 15, 5, 55, 4, 4, 18, 55, 5, 11, 0, 10, 7, 6, 6, 12, 7, 5, 12, 9, 15, 8, 13, 9, 8, 2, 5, 12, 16, 19, 9, 14, 11, 5, 6, 16, 2, 15, 24, 13, 18, 7, 17, 5, 6, 23, 7, 3, 34, 40, 1, 10, 16, 17, 12, 16, 3, 6, 6, 13, 5, 9, 14, 34, 13, 7, 14, 39, 4, 6, 3, 6, 7, 13, 13, 19, 2, 3, 8, 2, 6, 4, 11, 6, 2, 3, 10, 2, 6, 3, 2, 13, 41, 9, 13, 8, 1, 4, 7, 25, 2, 3, 33, 14, 10, 7, 5, 5, 14, 17, 18, 1, 26, 8, 25, 23, 14, 15, 12, 17, 12, 12, 12, 3, 8, 3, 2, 17, 16, 4, 4, 16, 2, 24, 7, 1, 32, 7, 10, 8, 8, 4, 3, 2, 3, 6, 18, 6, 31, 7, 2, 3, 7, 4, 7, 5, 35, 4, 53, 1, 12, 31, 12, 4, 11, 19, 18, 16, 53, 9, 20, 8, 11, 21, 4, 7, 3, 8, 5, 6, 20, 18, 5, 5, 7, 3, 33, 19, 3, 6, 1, 23, 10, 26, 1, 8, 27, 19, 18, 6, 3, 4, 5, 10, 12, 33, 2, 18, 11, 7, 19, 15, 11, 14, 27, 4, 15, 11, 6, 11, 15, 4, 12, 18, 2, 5, 25, 4, 7, 6, 0, 14, 11, 16, 11, 4, 4, 11, 3, 7, 5, 1, 10, 16, 10, 14, 3, 6, 25, 3, 8, 15, 7, 7, 15, 8, 8, 2, 14, 27, 33, 9, 22, 3, 16, 0, 5, 6, 13, 9, 4, 14, 8, 5, 46, 11, 6, 10, 1, 8, 34, 4, 18, 6, 13, 10, 11, 12, 7, 10, 7, 14, 2, 16, 5, 8, 4, 6, 11, 28, 14, 4, 7, 24, 6, 5, 9, 52, 5, 3, 11, 8, 15, 7, 32, 56]"
4,0.5,4,"[7, 3, 8, 6, 6, 2, 10, 12, 7, 31, 11, 25, 8, 11, 11, 3, 1, 32, 2, 4, 13, 5, 45, 7, 2, 8, 43, 4, 15, 13, 5, 9, 11, 5, 5, 7, 13, 20, 11, 5, 6, 6, 7, 6, 5, 3, 6, 3, 8, 2, 5, 6, 7, 6, 4, 7, 5, 11, 5, 3, 3, 9, 27, 12, 10, 5, 7, 1, 10, 16, 33, 19, 6, 5, 8, 2, 2, 2, 8, 12, 9, 12, 13, 33, 11, 5, 11, 18, 2, 8, 16, 10, 6, 8, 27, 15, 9, 8, 3, 16, 10, 5, 13, 8, 36, 15, 13, 5, 15, 32, 18, 8, 20, 10, 6, 9, 19, 13, 8, 3, 10, 42, 13, 13, 7, 4, 13, 23, 1, 15, 12, 3, 15, 8, 6, 22, 10, 5, 5, 6, 1, 2, 7, 2, 11, 6, 10, 3, 9, 6, 6, 8, 10, 3, 3, 4, 7, 12, 21, 18, 13, 26, 8, 20, 4, 9, 9, 8, 13, 13, 6, 9, 12, 6, 9, 22, 8, 11, 3, 4, 14, 3, 15, 2, 1, 3, 3, 8, 16, 8, 15, 11, 25, 16, 9, 6, 26, 5, 6, 8, 2, 8, 17, 4, 6, 2, 27, 12, 7, 7, 13, 18, 1, 2, 9, 3, 8, 2, 4, 1, 15, 1, 6, 13, 11, 12, 20, 19, 26, 15, 2, 18, 10, 5, 7, 21, 14, 25, 6, 9, 2, 9, 2, 5, 4, 7, 28, 10, 8, 5, 3, 9, 15, 41, 22, 1, 8, 1, 18, 23, 9, 1, 13, 20, 11, 7, 13, 2, 22, 8, 5, 6, 16, 4, 6, 5, 24, 2, 6, 3, 8, 16, 18, 4, 2, 10, 3, 2, 12, 3, 7, 5, 14, 15, 21, 26, 14, 33, 1, 3, 1, 3, 13, 24, 11, 10, 19, 3, 10, 14, 5, 2, 3, 44, 4, 10, 18, 8, 6, 2, 1, 10, 9, 30, 5, 5, 21, 34, 7, 20, 12, 6, 12, 42, 23, 31, 17, 8, 8, 4, 11, 8, 9, 7, 26, 10, 8, 31, 24, 17, 31, 20, 12, 6, 12, 1, 20, 8, 18, 25, 5, 5, 5, 8, 5, 5, 4, 1, 8, 6, 5, 17, 11, 2, 37, 22, 22, 6, 4, 9, 6, 38, 6, 13, 13, 16, 11, 34, 8, 9, 5, 3, 28, 22, 8, 14, 8, 4, 13, 7, 62, 3, 11, 10, 3, 11, 7, 8, 3, 12, 5, 12, 3, 12, 22, 31, 30, 3, 5, 11, 4, 23, 25, 9, 9, 3, 8, 8, 9, 5, 7, 4, 5, 12, 5, 16, 14, 4, 22, 4, 25, 10, 15, 14, 3, 5, 20, 12, 1, 2, 3, 14, 4, 22, 15, 9, 25, 12, 7, 5, 11, 19, 8, 17, 3, 11, 4, 21, 8, 21, 19, 9, 11, 5, 10, 8, 4, 22, 6, 5, 6, 3, 15, 5, 20, 4, 1, 27, 5, 21, 9, 8, 11, 6, 15, 13, 2, 7, 11, 3, 15, 4, 2, 12, 2, 7, 10, 2, 22, 10, 5, 6, 24, 2, 1, 13, 26, 41, 4, 16, 10, 4, 14, 7, 28, 8, 8, 11, 10, 9, 4, 6, 1, 1, 49, 8, 20, 11, 7, 12, 10, 5, 13, 35, 7, 0, 2, 6, 5, 6, 7, 14, 17, 9, 4, 10, 5, 2, 7, 5, 54, 4, 3, 6, 22, 5, 26, 6, 7, 9, 3, 4, 28, 11, 6, 13, 15, 3, 3, 11, 3, 5, 34, 3, 14, 13, 5, 4, 28, 33, 6, 26, 0, 10, 5, 11, 5, 10, 9, 23, 3, 3, 48, 3, 7, 11, 13, 2, 49, 8, 6, 5, 6, 11, 9, 16, 2, 16, 4, 31, 19, 16, 14, 6, 7, 4, 4, 3, 8, 4, 23, 15, 12, 3, 2, 9, 3, 6, 3, 5, 11, 6, 15, 28, 4, 15, 7, 22, 16, 2, 4, 5, 6, 5, 12, 13, 5, 23, 21, 8, 13, 23, 1, 4, 8, 42, 11, 11, 3, 4, 3, 5, 31, 8, 4, 6, 12, 16, 7, 4, 13, 7, 12, 22, 20, 24, 9, 13, 3, 8, 19, 5, 10, 16, 5, 10, 3, 41, 13, 27, 40, 14, 11, 5, 20, 21, 1, 5, 36, 16, 10, 4, 5, 13, 4, 9, 17, 12, 16, 5, 13, 5, 4, 6, 19, 33, 3, 8, 40, 6, 18, 6, 9, 4, 22, 9, 4, 12, 2, 15, 9, 4, 17, 10, 12]"
5,0.75,5,"[1, 8, 6, 26, 9, 5, 7, 12, 5, 11, 13, 3, 14, 9, 16, 8, 4, 33, 23, 2, 7, 7, 61, 38, 7, 11, 2, 15, 0, 1, 3, 15, 7, 8, 4, 11, 6, 13, 10, 1, 6, 10, 8, 3, 13, 14, 8, 9, 21, 7, 8, 34, 5, 4, 5, 3, 1, 4, 20, 3, 3, 4, 12, 20, 3, 3, 20, 2, 8, 36, 7, 10, 8, 3, 12, 10, 1, 6, 4, 14, 6, 21, 5, 10, 10, 8, 5, 2, 11, 4, 10, 8, 3, 6, 11, 16, 7, 2, 9, 15, 8, 4, 2, 8, 4, 19, 41, 13, 18, 24, 8, 5, 13, 9, 15, 3, 33, 18, 4, 4, 12, 17, 7, 12, 7, 19, 5, 41, 8, 12, 6, 4, 6, 11, 7, 31, 6, 5, 16, 11, 13, 11, 11, 3, 5, 13, 14, 8, 2, 13, 18, 6, 12, 3, 4, 5, 29, 4, 10, 11, 25, 10, 4, 22, 2, 6, 3, 3, 6, 13, 1, 12, 11, 5, 5, 27, 8, 6, 12, 17, 3, 2, 14, 8, 17, 4, 19, 13, 21, 21, 14, 15, 13, 4, 18, 6, 1, 4, 4, 19, 4, 12, 5, 9, 16, 24, 14, 14, 15, 1, 8, 12, 9, 8, 11, 8, 8, 11, 10, 10, 5, 7, 3, 4, 12, 7, 14, 4, 4, 12, 9, 17, 4, 3, 5, 6, 4, 5, 5, 14, 11, 7, 8, 4, 10, 4, 1, 29, 19, 2, 4, 5, 30, 1, 7, 8, 2, 3, 2, 16, 6, 2, 6, 7, 12, 7, 3, 13, 4, 10, 9, 1, 19, 9, 3, 7, 8, 3, 13, 16, 4, 20, 10, 4, 8, 14, 8, 9, 13, 2, 21, 7, 5, 4, 10, 3, 13, 21, 5, 19, 22, 20, 6, 12, 10, 26, 6, 23, 10, 18, 34, 26, 8, 10, 27, 0, 25, 11, 4, 5, 9, 8, 10, 36, 6, 8, 5, 4, 11, 19, 2, 17, 6, 11, 7, 23, 0, 5, 16, 2, 5, 15, 14, 2, 19, 8, 18, 28, 8, 3, 6, 5, 16, 3, 8, 11, 15, 5, 7, 19, 6, 9, 4, 2, 5, 3, 19, 7, 14, 5, 3, 9, 9, 10, 12, 17, 29, 5, 9, 3, 24, 16, 15, 25, 28, 5, 22, 9, 12, 9, 8, 4, 3, 5, 5, 14, 6, 3, 25, 3, 19, 8, 7, 11, 23, 17, 5, 6, 6, 10, 31, 3, 2, 1, 14, 3, 8, 15, 13, 8, 7, 14, 11, 6, 18, 8, 10, 17, 10, 10, 60, 6, 8, 12, 5, 4, 4, 6, 10, 7, 38, 2, 7, 4, 4, 25, 3, 15, 8, 5, 5, 5, 3, 8, 5, 9, 9, 26, 9, 10, 12, 22, 31, 8, 22, 1, 14, 11, 2, 9, 2, 9, 5, 14, 29, 9, 10, 7, 2, 15, 5, 8, 10, 19, 19, 19, 18, 14, 3, 25, 7, 19, 9, 2, 6, 0, 16, 4, 2, 42, 0, 4, 11, 6, 7, 6, 6, 3, 7, 19, 4, 7, 33, 9, 4, 4, 7, 31, 9, 14, 3, 0, 3, 12, 11, 9, 10, 9, 17, 1, 3, 4, 5, 7, 3, 10, 4, 19, 21, 5, 10, 31, 5, 12, 20, 1, 25, 7, 51, 41, 24, 28, 3, 18, 3, 3, 39, 12, 3, 10, 17, 46, 6, 8, 2, 10, 14, 10, 4, 38, 19, 8, 9, 9, 3, 31, 10, 4, 5, 6, 5, 13, 3, 4, 29, 1, 27, 4, 15, 12, 1, 15, 10, 14, 18, 44, 2, 5, 7, 4, 11, 8, 6, 8, 1, 4, 5, 4, 5, 4, 50, 31, 15, 10, 6, 22, 8, 15, 9, 13, 20, 4, 37, 17, 12, 17, 3, 7, 17, 6, 10, 6, 18, 1, 9, 2, 7, 21, 8, 27, 21, 9, 19, 15, 14, 6, 13, 15, 9, 15, 10, 9, 4, 3, 25, 2, 11, 15, 1, 5, 2, 3, 7, 10, 12, 7, 15, 6, 7, 5, 7, 19, 11, 9, 12, 10, 6, 17, 18, 1, 8, 6, 3, 6, 7, 8, 8, 11, 16, 2, 9, 25, 6, 4, 1, 2, 10, 6, 12, 9, 15, 15, 25, 12, 10, 20, 5, 9, 13, 5, 13, 4, 11, 12, 14, 3, 14, 9, 5, 5, 10, 3, 17, 6, 15, 13, 7, 5, 22, 5, 19, 6, 9, 3, 25, 16, 3, 21, 3, 5, 43, 13, 15, 28, 2]"
