,beta,Run,Population,gini
0,0.05,0,"[3, 2, 1, 1, 0, 5, 3, 1, 0, 1, 1, 1, 1, 0, 1, 2, 0, 1, 2, 1, 1, 1, 1, 4, 1, 1, 0, 0, 1, 1, 2, 1, 5, 2, 2, 1, 5, 1, 0, 3, 0, 0, 4, 3, 1, 5, 1, 1, 1, 2, 1, 0, 2, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 4, 1, 0, 1, 2, 0, 1, 1, 0, 0, 1, 3, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 2, 1, 0, 1, 1, 0, 2, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 2, 3, 0, 1, 0, 0, 1, 2, 3, 3, 0, 2, 2, 4, 3, 0, 0, 2, 1, 1, 1, 2, 0, 3, 0, 1, 4, 0, 1, 1, 2, 1, 1, 2, 0, 1, 1, 0, 3, 5, 2, 3, 0, 2, 0, 1, 1, 0, 1, 1, 1, 3, 2, 2, 1, 0, 0, 2, 1, 1, 0, 1, 1, 0, 1, 0, 0, 3, 1, 0, 2, 1, 0, 0, 0, 1, 1, 1, 2, 1, 10, 0, 7, 7, 0, 4, 1, 0, 2, 1, 0, 2, 2, 1, 1, 7, 2, 0, 1, 1, 1, 1, 2, 2, 1, 2, 4, 1, 3, 3, 3, 3, 2, 3, 2, 4, 3, 1, 0, 1, 1, 3, 2, 5, 2, 4, 7, 1, 2, 1, 0, 2, 1, 2, 3, 2, 2, 1, 1, 1, 0, 0, 2, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 2, 0, 0, 1, 1, 1, 2, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 2, 2, 3, 0, 0, 0, 1, 1, 1, 2, 3, 0, 1, 0, 2, 0, 3, 0, 2, 0, 1, 1, 2, 1, 6, 1, 0, 0, 1, 1, 3, 1, 3, 3, 0, 1, 1, 0, 2, 1, 3, 1, 1, 0, 1, 0, 0, 0, 1, 2, 1, 0, 1, 2, 0, 0, 1, 3, 0, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 2, 0, 1, 1, 1, 1, 3, 1, 0, 0, 0, 1, 1, 3, 2, 0, 2, 2, 0, 1, 1, 1, 4, 2, 4, 1, 1, 5, 1, 2, 1, 2, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 2, 1, 1, 0, 1, 0, 1, 0, 0, 1, 2, 1, 0, 0, 2, 0, 0, 1, 0, 1, 1, 1, 1, 0, 2, 0, 1, 0, 2, 2, 1, 1, 1, 0, 1, 2, 0, 1, 3, 3, 0, 1, 1, 2, 2, 1, 0, 0, 0, 0, 1, 1, 3, 0, 1, 2, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 4, 1, 2, 0, 1, 1, 4, 4, 1, 2, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 0, 1, 0, 1, 0, 2, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 2, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 2, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 2, 1, 1, 0, 1, 5, 1, 1, 1, 0, 1, 2, 3, 1, 0, 1, 0, 2, 1, 1, 1, 1, 2, 0, 1, 1, 1, 1, 0, 0, 0, 1, 3, 1, 1, 0, 0, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 4, 6, 2, 2, 2, 2, 18, 26, 1, 1, 6, 0, 2, 1, 1, 2, 3, 2, 1, 0, 4, 1, 2, 3, 3, 3, 2, 1, 52, 372, 5, 1, 2, 5, 39, 3, 0, 5, 7, 0, 4, 1, 263, 73, 1, 1, 4, 1, 3, 1, 0, 6, 1, 4, 0, 3, 1, 10, 3, 1, 5, 2, 0, 70, 13, 53, 0, 1, 1, 1, 3, 4, 22, 15, 6, 1, 0, 1, 2, 1, 1, 0, 5, 1, 1, 0, 0, 1, 3, 2, 2, 0, 1, 1, 0, 1, 1, 2, 6, 6, 2, 1, 1, 3, 4, 0, 1, 2, 1, 1, 0, 0, 1, 1, 2, 2, 0, 0, 1, 2, 0, 2, 4, 2, 1]",0.746805053780395
1,0.05,1,"[3, 4, 6, 3, 1, 2, 5, 2, 1, 1, 0, 0, 1, 2, 1, 3, 0, 1, 4, 1, 1, 2, 2, 1, 0, 0, 0, 4, 3, 1, 4, 4, 5, 0, 5, 4, 2, 4, 5, 7, 3, 3, 18, 2, 6, 9, 0, 0, 2, 1, 0, 1, 0, 0, 1, 1, 2, 0, 2, 0, 0, 0, 1, 1, 2, 1, 0, 0, 1, 0, 0, 4, 2, 3, 3, 1, 2, 1, 2, 1, 1, 0, 1, 1, 0, 1, 1, 1, 2, 1, 1, 0, 1, 3, 0, 1, 1, 2, 1, 0, 1, 0, 2, 0, 1, 1, 1, 3, 2, 2, 1, 1, 1, 0, 2, 0, 1, 2, 1, 0, 0, 0, 0, 2, 1, 1, 2, 2, 1, 1, 1, 2, 2, 0, 2, 3, 1, 1, 1, 1, 3, 0, 1, 0, 4, 4, 1, 3, 0, 0, 2, 1, 0, 1, 1, 1, 2, 0, 1, 1, 1, 1, 0, 0, 2, 1, 3, 1, 1, 1, 3, 2, 2, 1, 2, 0, 1, 0, 3, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 4, 0, 0, 3, 1, 0, 5, 0, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 2, 2, 1, 1, 0, 2, 2, 1, 1, 1, 3, 1, 4, 1, 1, 1, 2, 5, 3, 5, 3, 1, 2, 1, 1, 1, 1, 3, 2, 1, 1, 0, 2, 2, 5, 1, 1, 6, 7, 0, 4, 1, 0, 1, 0, 1, 0, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 4, 2, 1, 0, 0, 1, 0, 2, 1, 0, 2, 0, 1, 0, 0, 1, 1, 2, 1, 1, 2, 0, 0, 2, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 2, 1, 2, 1, 1, 2, 2, 1, 2, 0, 1, 1, 0, 2, 2, 1, 1, 0, 1, 0, 1, 2, 1, 1, 0, 2, 0, 0, 2, 1, 4, 0, 1, 1, 1, 1, 2, 2, 1, 1, 0, 0, 1, 1, 2, 1, 1, 1, 1, 2, 1, 0, 2, 0, 2, 3, 0, 1, 1, 0, 0, 0, 2, 1, 1, 2, 2, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 5, 2, 0, 1, 1, 1, 1, 0, 0, 4, 0, 0, 1, 1, 0, 0, 2, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 2, 1, 2, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 2, 3, 0, 2, 1, 1, 1, 0, 0, 1, 3, 2, 2, 0, 1, 0, 0, 3, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 2, 0, 0, 0, 3, 1, 0, 4, 3, 0, 6, 1, 1, 0, 1, 3, 7, 3, 3, 1, 1, 1, 1, 1, 0, 1, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 1, 1, 1, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 1, 0, 1, 4, 1, 3, 0, 1, 1, 1, 3, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 2, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 2, 4, 2, 0, 2, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 0, 1, 1, 4, 0, 1, 0, 1, 1, 4, 1, 0, 3, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 2, 0, 2, 1, 0, 5, 3, 12, 1, 3, 1, 6, 2, 74, 21, 2, 1, 2, 4, 5, 2, 5, 0, 3, 4, 3, 2, 1, 1, 1, 3, 5, 1, 4, 3, 137, 444, 47, 110, 1, 4, 28, 1, 6, 5, 4, 8, 1, 1, 29, 36, 0, 2, 1, 3, 1, 2, 2, 1, 3, 3, 3, 1, 3, 9, 8, 2, 6, 2, 2, 3, 6, 1, 2, 2, 1, 0, 1, 2, 8, 3, 3, 1, 1, 1, 1, 1, 0, 0, 2, 1, 0, 2, 0, 4, 0, 0, 0, 3, 2, 2, 1, 2, 2, 2, 1, 2, 1, 4, 3, 4, 0, 3, 0, 4, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 4, 3, 3, 0, 2, 5]",0.7308271496790862
2,0.05,2,"[0, 1, 5, 3, 2, 1, 1, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 1, 0, 1, 2, 1, 1, 3, 2, 1, 0, 2, 1, 2, 7, 5, 2, 3, 0, 1, 3, 2, 1, 2, 1, 3, 17, 4, 2, 3, 1, 1, 1, 1, 1, 0, 0, 2, 0, 2, 2, 1, 1, 1, 1, 1, 0, 0, 0, 1, 3, 2, 1, 1, 1, 1, 2, 1, 2, 0, 1, 0, 2, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 2, 0, 0, 2, 1, 1, 1, 0, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 0, 1, 0, 2, 0, 1, 1, 3, 2, 0, 3, 1, 2, 8, 1, 0, 0, 2, 3, 3, 1, 3, 1, 2, 1, 1, 0, 2, 1, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 3, 0, 0, 0, 0, 2, 3, 3, 1, 4, 2, 0, 1, 1, 1, 4, 1, 1, 0, 0, 0, 1, 3, 4, 1, 1, 0, 1, 2, 1, 0, 3, 0, 2, 0, 2, 1, 1, 1, 6, 0, 0, 3, 6, 7, 1, 3, 0, 1, 0, 1, 1, 4, 0, 2, 1, 1, 1, 1, 1, 7, 4, 1, 5, 5, 1, 1, 1, 1, 1, 1, 1, 2, 2, 6, 3, 1, 0, 0, 1, 0, 4, 1, 0, 3, 3, 0, 2, 2, 0, 1, 1, 5, 1, 1, 0, 2, 1, 2, 2, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 2, 2, 1, 1, 1, 0, 0, 1, 2, 1, 0, 2, 0, 2, 1, 1, 1, 1, 1, 2, 3, 2, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 2, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 5, 1, 1, 1, 0, 1, 4, 1, 1, 0, 1, 0, 0, 0, 1, 2, 0, 3, 1, 1, 1, 3, 2, 2, 1, 0, 0, 1, 1, 0, 0, 5, 2, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 3, 2, 0, 1, 1, 1, 3, 1, 1, 3, 2, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 2, 0, 3, 1, 1, 0, 3, 1, 1, 1, 2, 1, 0, 0, 4, 1, 1, 0, 0, 0, 0, 1, 0, 4, 1, 1, 2, 1, 0, 1, 0, 0, 1, 2, 1, 0, 1, 0, 7, 2, 1, 1, 1, 1, 0, 2, 6, 1, 1, 0, 0, 1, 2, 1, 0, 0, 1, 1, 0, 2, 2, 0, 1, 2, 2, 1, 2, 5, 4, 3, 0, 4, 2, 3, 0, 1, 0, 0, 0, 0, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 2, 1, 3, 1, 0, 2, 0, 2, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 2, 0, 0, 1, 0, 1, 0, 1, 1, 1, 2, 1, 0, 2, 2, 2, 2, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1, 1, 0, 0, 3, 1, 2, 0, 0, 1, 1, 1, 1, 1, 2, 4, 3, 1, 1, 1, 1, 2, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 2, 3, 14, 1, 1, 0, 22, 3, 16, 51, 1, 2, 2, 2, 6, 0, 3, 1, 5, 7, 5, 1, 1, 1, 0, 1, 4, 1, 1, 1, 10, 413, 5, 4, 2, 9, 18, 4, 15, 63, 2, 10, 10, 3, 306, 6, 1, 1, 4, 3, 1, 4, 0, 0, 2, 4, 0, 1, 3, 1, 5, 3, 3, 2, 1, 14, 18, 21, 17, 1, 2, 0, 2, 6, 7, 0, 6, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 0, 2, 1, 6, 4, 2, 1, 1, 0, 0, 1, 1, 3, 0, 1, 2, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 2, 1, 2, 1, 1, 3, 1, 3, 2, 1]",0.7414526231499515
3,0.05,3,"[2, 2, 2, 4, 0, 3, 2, 2, 1, 1, 1, 1, 2, 3, 0, 0, 1, 1, 0, 1, 4, 2, 3, 3, 0, 1, 1, 2, 3, 2, 4, 10, 3, 2, 2, 1, 2, 0, 2, 6, 2, 4, 4, 1, 3, 1, 1, 2, 5, 0, 1, 0, 2, 1, 1, 0, 0, 1, 4, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 2, 0, 3, 0, 1, 1, 1, 0, 1, 1, 2, 1, 1, 1, 1, 0, 1, 2, 0, 0, 3, 0, 2, 0, 2, 2, 4, 0, 2, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 0, 1, 0, 3, 1, 0, 2, 5, 2, 2, 1, 0, 2, 3, 0, 0, 1, 1, 2, 0, 2, 0, 1, 2, 2, 0, 1, 0, 0, 2, 1, 1, 3, 2, 2, 2, 3, 2, 0, 2, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 2, 1, 1, 1, 2, 1, 0, 3, 0, 1, 1, 2, 1, 1, 2, 0, 0, 1, 1, 2, 2, 1, 1, 0, 1, 1, 3, 1, 4, 2, 4, 4, 2, 2, 5, 2, 2, 2, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 4, 0, 2, 4, 2, 5, 4, 2, 1, 3, 2, 0, 4, 2, 1, 3, 1, 2, 3, 2, 1, 1, 1, 6, 0, 3, 19, 2, 1, 0, 2, 2, 2, 4, 2, 6, 2, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 3, 0, 0, 2, 0, 2, 0, 2, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 2, 0, 0, 1, 1, 1, 2, 0, 1, 1, 1, 0, 0, 1, 0, 2, 1, 1, 1, 1, 0, 0, 2, 0, 2, 0, 1, 1, 0, 2, 10, 3, 1, 1, 1, 1, 2, 1, 0, 0, 7, 2, 1, 1, 0, 4, 0, 1, 0, 0, 3, 0, 7, 2, 1, 1, 1, 1, 1, 2, 0, 0, 1, 1, 3, 0, 2, 1, 4, 2, 1, 1, 1, 1, 0, 1, 2, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 1, 0, 0, 1, 2, 0, 2, 2, 1, 1, 0, 2, 2, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 2, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 2, 1, 2, 0, 1, 1, 2, 1, 1, 1, 1, 0, 2, 0, 0, 0, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 4, 1, 0, 0, 0, 1, 2, 1, 1, 3, 0, 1, 1, 0, 1, 1, 0, 1, 1, 2, 2, 1, 1, 5, 2, 3, 0, 1, 1, 0, 0, 0, 1, 1, 0, 2, 0, 2, 1, 4, 1, 1, 0, 0, 1, 3, 1, 6, 1, 0, 1, 0, 1, 0, 0, 2, 3, 0, 1, 0, 1, 2, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 2, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 2, 0, 2, 0, 1, 1, 0, 1, 0, 3, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 4, 0, 0, 2, 1, 0, 0, 1, 0, 0, 2, 0, 1, 1, 0, 2, 3, 2, 1, 1, 0, 0, 1, 1, 2, 0, 0, 2, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 2, 6, 5, 16, 6, 1, 1, 11, 2, 23, 49, 5, 5, 4, 4, 4, 2, 4, 14, 10, 3, 13, 1, 1, 4, 2, 6, 5, 1, 1, 0, 150, 436, 12, 73, 4, 0, 37, 5, 5, 31, 2, 7, 3, 5, 29, 35, 0, 2, 2, 5, 1, 1, 1, 1, 0, 1, 4, 6, 5, 6, 2, 4, 1, 5, 1, 17, 10, 7, 9, 2, 2, 1, 2, 6, 2, 10, 6, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 2, 0, 2, 0, 1, 1, 1, 5, 2, 2, 3, 3, 6, 1, 2, 2, 0, 4, 4, 2, 6, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 3, 1, 3, 4, 3, 2]",0.7472234851826467
4,0.05,4,"[0, 4, 0, 1, 4, 1, 1, 2, 0, 1, 2, 1, 2, 0, 1, 2, 1, 3, 0, 1, 2, 5, 0, 2, 3, 0, 0, 0, 0, 3, 1, 1, 1, 0, 4, 2, 1, 3, 3, 8, 1, 3, 1, 11, 2, 5, 1, 2, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 3, 2, 0, 0, 3, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 1, 0, 0, 2, 1, 0, 1, 2, 2, 0, 0, 3, 1, 1, 1, 1, 0, 1, 2, 1, 1, 1, 1, 3, 0, 3, 1, 1, 1, 1, 0, 1, 0, 2, 0, 0, 0, 4, 2, 1, 1, 0, 1, 1, 0, 0, 0, 1, 3, 1, 2, 2, 1, 2, 1, 7, 1, 1, 3, 7, 3, 2, 1, 0, 1, 3, 2, 1, 3, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 3, 1, 2, 5, 1, 1, 0, 1, 1, 1, 1, 0, 4, 2, 2, 1, 1, 1, 2, 0, 1, 1, 1, 0, 1, 2, 0, 0, 0, 2, 2, 0, 1, 1, 0, 1, 3, 0, 2, 4, 2, 10, 7, 0, 9, 6, 7, 2, 2, 7, 12, 1, 1, 0, 1, 2, 0, 3, 1, 1, 0, 1, 4, 3, 2, 3, 3, 1, 2, 6, 2, 3, 2, 1, 2, 2, 1, 4, 2, 2, 0, 1, 0, 2, 1, 1, 4, 1, 1, 2, 0, 0, 0, 1, 1, 7, 0, 3, 0, 0, 1, 4, 1, 2, 2, 1, 1, 0, 0, 1, 3, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 0, 2, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 2, 1, 1, 2, 0, 1, 2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 7, 1, 1, 0, 0, 0, 2, 2, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 4, 3, 3, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 2, 0, 1, 1, 1, 1, 1, 1, 4, 0, 0, 1, 1, 3, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 3, 0, 1, 2, 0, 0, 0, 1, 2, 0, 1, 1, 1, 2, 1, 0, 2, 0, 1, 3, 1, 0, 0, 2, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 2, 1, 1, 1, 2, 1, 0, 1, 0, 2, 1, 1, 1, 0, 1, 1, 1, 0, 2, 0, 1, 1, 1, 0, 0, 2, 0, 1, 2, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 3, 0, 3, 1, 1, 1, 0, 0, 2, 3, 1, 1, 1, 0, 2, 3, 1, 0, 2, 1, 1, 1, 2, 0, 0, 3, 2, 0, 1, 0, 0, 2, 2, 1, 1, 0, 0, 2, 1, 4, 2, 2, 2, 1, 0, 2, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 2, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 2, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 2, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 3, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 2, 1, 0, 0, 1, 0, 2, 3, 2, 0, 0, 1, 2, 0, 2, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 2, 1, 1, 0, 0, 0, 3, 23, 4, 1, 1, 8, 0, 22, 61, 1, 4, 2, 2, 2, 0, 2, 1, 6, 1, 2, 2, 1, 1, 1, 4, 2, 2, 0, 2, 12, 388, 5, 6, 3, 5, 97, 10, 5, 10, 3, 1, 20, 3, 169, 13, 1, 2, 0, 4, 2, 1, 0, 1, 1, 0, 3, 2, 4, 8, 3, 7, 7, 1, 1, 40, 48, 46, 3, 3, 3, 2, 6, 10, 4, 6, 5, 2, 1, 2, 1, 0, 1, 0, 0, 2, 0, 1, 1, 2, 1, 3, 10, 0, 1, 0, 2, 6, 1, 4, 2, 2, 1, 0, 1, 1, 2, 1, 5, 1, 1, 0, 1, 1, 2, 0, 1, 1, 1, 1, 1, 6, 6, 0, 2, 4, 1]",0.7394148957893734
5,0.05,5,"[1, 4, 3, 2, 0, 3, 0, 0, 1, 1, 2, 1, 1, 2, 0, 0, 1, 1, 1, 0, 1, 9, 2, 3, 2, 1, 3, 2, 4, 6, 3, 3, 7, 4, 3, 2, 2, 5, 8, 3, 0, 0, 10, 9, 11, 3, 1, 2, 1, 0, 1, 0, 0, 1, 2, 1, 1, 0, 2, 1, 2, 0, 0, 0, 2, 0, 1, 2, 1, 2, 2, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 2, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 2, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 2, 8, 1, 2, 1, 1, 1, 0, 2, 2, 6, 0, 2, 2, 2, 3, 1, 1, 0, 1, 2, 1, 1, 1, 2, 3, 0, 1, 2, 3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 2, 3, 1, 2, 0, 2, 0, 2, 0, 2, 1, 2, 0, 1, 0, 1, 1, 0, 2, 1, 1, 1, 0, 3, 0, 3, 0, 2, 2, 0, 0, 1, 2, 4, 2, 1, 1, 1, 1, 5, 2, 0, 0, 0, 1, 1, 2, 3, 2, 4, 0, 2, 1, 1, 4, 3, 2, 1, 3, 1, 0, 3, 3, 3, 0, 1, 1, 3, 0, 4, 1, 0, 4, 9, 3, 0, 2, 4, 2, 0, 2, 5, 1, 3, 0, 0, 0, 5, 0, 0, 1, 1, 0, 2, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 2, 0, 1, 1, 1, 0, 0, 1, 1, 2, 0, 0, 0, 1, 1, 1, 1, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 2, 2, 2, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 0, 0, 2, 0, 1, 3, 2, 1, 0, 1, 3, 2, 0, 1, 2, 1, 2, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 2, 2, 0, 1, 1, 0, 0, 1, 2, 0, 1, 1, 1, 1, 2, 2, 2, 1, 3, 0, 1, 1, 0, 1, 1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 2, 1, 0, 1, 0, 1, 2, 1, 0, 2, 3, 1, 1, 1, 0, 3, 1, 0, 0, 1, 1, 2, 0, 0, 0, 2, 1, 0, 1, 1, 1, 0, 1, 0, 0, 2, 0, 3, 3, 1, 0, 1, 2, 0, 0, 1, 1, 1, 0, 1, 1, 1, 4, 1, 2, 0, 0, 0, 0, 0, 1, 1, 0, 1, 2, 1, 1, 1, 0, 1, 5, 2, 1, 4, 1, 1, 2, 3, 1, 1, 0, 0, 1, 1, 1, 0, 0, 2, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 3, 0, 0, 0, 2, 1, 1, 0, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 3, 1, 1, 1, 0, 0, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 2, 1, 1, 1, 1, 0, 1, 1, 3, 0, 1, 1, 1, 2, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 3, 2, 1, 1, 1, 3, 0, 8, 2, 0, 3, 1, 2, 179, 24, 4, 2, 5, 2, 4, 0, 1, 30, 80, 1, 5, 1, 1, 1, 1, 0, 8, 2, 2, 1, 25, 434, 5, 13, 0, 3, 18, 6, 3, 2, 4, 1, 2, 1, 54, 22, 1, 1, 1, 4, 2, 3, 2, 1, 0, 7, 0, 1, 3, 5, 9, 1, 1, 2, 1, 20, 3, 34, 3, 1, 4, 1, 1, 3, 1, 2, 2, 1, 0, 1, 0, 1, 1, 0, 1, 0, 4, 2, 1, 1, 2, 3, 2, 2, 2, 0, 1, 1, 1, 3, 6, 2, 1, 3, 1, 0, 3, 2, 3, 1, 1, 1, 1, 1, 3, 1, 0, 1, 0, 0, 0, 3, 0, 2, 3, 4, 1]",0.7406542470693039
