unique_id,population,number_of_miners,avg_probability,gold_stats,resource_stats,economic_opportunity,resources,trades
285,13,10,0.3090960854370344,"[['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']]","[24.04788923 21.24360378  6.53945652  7.85017351  8.09238365 11.24525351
  6.64569209  5.43646135  9.76275193  6.99547051  6.58535438  4.628124
  8.07205745]",9.322780085118952,10.940073595418442,0
286,6,0,0.13637531463440386,"[['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']]",[24.88441903 17.68241101  8.22148281  7.83594912 23.87280955],15.353887909495265,8.246994032354763,0
287,19,9,0.22080560741887753,"[['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']]","[11.75373523  8.83246093 12.12113997 21.35524725  7.24634392  5.76442497
  8.31983702 14.59917322  6.48881477]",10.181909201108398,8.061088512875376,0
288,7,2,0.11519155085512836,"[['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']]","[24.05265691 19.47793753 14.82539337 10.72537568  6.41079672  6.71745817
  8.81333471]",12.880321322113696,10.594607411995085,0
289,1,0,0.05443476666885009,[['gold']],[17.56036125],14.892700113423261,12.035413398596518,0
290,22,2,0.165419727599591,"[['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']]","[20.74873573 13.26580259 11.49273937 12.97570338 10.70692357  9.65658686
  8.85097385 11.02774311 21.05945901 15.96805595  9.19215351  5.10560858]",11.886105252707202,9.181892453095571,0
291,9,1,0.171812580243631,"[['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']]","[27.04775602 16.97565018 13.40247372  9.28798882  8.52919586  7.65219888
 12.15020113  4.52992181 11.54620985]",12.075273532663175,8.745334616162813,0
292,12,5,0.20300829739062198,"[['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']
 ['gold']]","[17.45778585 23.81573165 12.77525774  7.90831008 14.40334101  5.4440887
 15.69761707]",12.633829880954378,5.138704619477647,0
293,3,0,0.044043362473841045,"[['gold']
 ['gold']
 ['gold']]",[21.63911741 16.37579111 16.99649678],15.873717186550248,5.918853266139694,0
294,3,0,0.04755918989648572,"[['gold']
 ['gold']
 ['gold']]",[19.13746066 13.4595831  15.18789266],14.212601679112723,5.612724139569849,0
